"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","E1101","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E4101","E4501","E9101","E9102","E9103","E9105","E9106"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","E1101_Number of kindergartens[number of kindergartens]","E1501_Number of Kindergarten students[person]","E2101_Number of elementary schools[number of schools]","E2401_Number of elementary school teachers[person]","E2501_Elementary school students[person]","E3101_Number of lower secondary schools[number of schools]","E3401_Number of lower secondary school teachers[person]","E3501_Lower secondary school students[person]","E4101_Number of upper secondary schools[number of schools]","E4501_Upper secondary school students[person]","E9101_Population by last school completed (Graduates) (Total)[person]","E9102_Population by last school completed (Elementary school, lower secondary school)[person]","E9103_Population by last school completed (Upper secondary school, lower secondary schools under the old educational system)[person]","E9105_Population by last school completed (Junior college, college of technology)[person]","E9106_Population by last school completed (University and graduate school)[person]"
"2015100000","2015","20432","Nagano-ken Kiso-machi","","1","29","4","59","494","4","51","279","1","537","***","***","***","***","***"
"2015100000","2015","20446","Nagano-ken Omi-mura","","0","0","1","15","104","1","17","115","0","0","***","***","***","***","***"
"2015100000","2015","20448","Nagano-ken Ikusaka-mura","","0","0","1","13","72","1","10","43","0","0","***","***","***","***","***"
"2015100000","2015","20450","Nagano-ken Yamagata-mura","","0","0","1","30","561","0","0","0","0","0","***","***","***","***","***"
"2015100000","2015","20451","Nagano-ken Asahi-mura","","0","0","1","15","221","1","35","488","0","0","***","***","***","***","***"
"2015100000","2015","20452","Nagano-ken Chikuhoku-mura","","0","0","2","26","163","1","12","69","0","0","***","***","***","***","***"
"2015100000","2015","20481","Nagano-ken Ikeda-machi","","0","0","2","36","463","1","21","274","1","353","***","***","***","***","***"
"2015100000","2015","20482","Nagano-ken Matsukawa-mura","","0","0","1","28","518","1","25","306","0","0","***","***","***","***","***"
"2015100000","2015","20485","Nagano-ken Hakuba-mura","","1","90","2","35","442","1","22","232","1","170","***","***","***","***","***"
"2015100000","2015","20486","Nagano-ken Otari-mura","","0","0","1","13","123","1","11","76","0","0","***","***","***","***","***"
"2015100000","2015","20521","Nagano-ken Sakaki-machi","","1","73","3","58","812","1","29","418","1","365","***","***","***","***","***"
"2015100000","2015","20541","Nagano-ken Obuse-machi","","1","99","1","31","645","1","24","302","0","0","***","***","***","***","***"
"2015100000","2015","20543","Nagano-ken Takayama-mura","","0","0","1","20","387","1","20","211","0","0","***","***","***","***","***"
"2015100000","2015","20561","Nagano-ken Yamanouchi-machi","","0","0","4","53","542","1","23","296","0","0","***","***","***","***","***"
"2015100000","2015","20562","Nagano-ken Kijimadaira-mura","","0","0","1","20","233","1","17","136","1","201","***","***","***","***","***"
"2015100000","2015","20563","Nagano-ken Nozawaonsen-mura","","0","0","1","15","162","1","13","101","0","0","***","***","***","***","***"
"2015100000","2015","20583","Nagano-ken Shinano-machi","","0","0","1","24","377","1","21","227","0","0","***","***","***","***","***"
"2015100000","2015","20588","Nagano-ken Ogawa-mura","","0","0","1","13","105","1","13","66","0","0","***","***","***","***","***"
"2015100000","2015","20590","Nagano-ken Iizuna-machi","","0","0","4","50","486","1","26","304","1","290","***","***","***","***","***"
"2015100000","2015","20602","Nagano-ken Sakae-mura","","0","0","2","16","53","1","12","49","0","0","***","***","***","***","***"
"2015100000","2015","21201","Gifu-ken Gifu-shi","","42","6992","49","1243","21970","27","775","12270","18","16460","***","***","***","***","***"
"2015100000","2015","21202","Gifu-ken Ogaki-shi","","20","1189","22","531","8788","10","316","4480","8","6880","***","***","***","***","***"
"2015100000","2015","21203","Gifu-ken Takayama-shi","","3","517","19","354","4909","12","242","2835","4","2929","***","***","***","***","***"
"2015100000","2015","21204","Gifu-ken Tajimi-shi","","11","1274","13","316","5790","9","216","3042","4","2786","***","***","***","***","***"
"2015100000","2015","21205","Gifu-ken Seki-shi","","7","928","19","352","5021","11","239","2701","3","2234","***","***","***","***","***"
"2015100000","2015","21206","Gifu-ken Nakatsugawa-shi","","10","796","19","321","4272","12","201","2323","5","1993","***","***","***","***","***"
"2015100000","2015","21207","Gifu-ken Mino-shi","","1","139","5","83","987","2","47","500","1","590","***","***","***","***","***"
"2015100000","2015","21208","Gifu-ken Mizunami-shi","","9","419","7","130","1864","7","118","1280","3","2338","***","***","***","***","***"
"2015100000","2015","21209","Gifu-ken Hashima-shi","","3","635","9","213","3870","5","139","2119","1","539","***","***","***","***","***"
"2015100000","2015","21210","Gifu-ken Ena-shi","","1","202","14","219","2645","8","131","1449","3","1365","***","***","***","***","***"
"2015100000","2015","21211","Gifu-ken Minokamo-shi","","3","653","9","226","3490","3","107","1609","3","2586","***","***","***","***","***"
"2015100000","2015","21212","Gifu-ken Toki-shi","","7","598","8","179","3001","6","114","1525","3","1193","***","***","***","***","***"
"2015100000","2015","21213","Gifu-ken Kakamigahara-shi","","14","2633","17","460","8464","8","273","4272","3","2531","***","***","***","***","***"
"2015100000","2015","21214","Gifu-ken Kani-shi","","9","2035","12","339","5734","6","202","3010","3","1948","***","***","***","***","***"
"2015100000","2015","21215","Gifu-ken Yamagata-shi","","1","293","9","118","1359","3","64","798","1","434","***","***","***","***","***"
"2015100000","2015","21216","Gifu-ken Mizuho-shi","","2","347","7","191","3355","3","96","1618","0","0","***","***","***","***","***"
"2015100000","2015","21217","Gifu-ken Hida-shi","","0","0","6","92","1191","3","59","742","2","553","***","***","***","***","***"
"2015100000","2015","21218","Gifu-ken Motosu-shi","","7","644","8","143","2189","4","88","1110","2","1173","***","***","***","***","***"
"2015100000","2015","21219","Gifu-ken Gujo-shi","","5","263","22","260","2151","8","129","1280","2","1018","***","***","***","***","***"
"2015100000","2015","21220","Gifu-ken Gero-shi","","0","0","13","176","1577","7","107","915","1","712","***","***","***","***","***"
"2015100000","2015","21221","Gifu-ken Kaizu-shi","","2","21","10","142","1812","4","78","989","1","550","***","***","***","***","***"
"2015100000","2015","21302","Gifu-ken Ginan-cho","","0","0","3","76","1382","1","47","670","1","373","***","***","***","***","***"
"2015100000","2015","21303","Gifu-ken Kasamatsu-cho","","2","386","3","69","1220","1","46","700","1","1180","***","***","***","***","***"
"2015100000","2015","21341","Gifu-ken Yoro-cho","","6","233","7","110","1584","2","61","898","1","698","***","***","***","***","***"
"2015100000","2015","21361","Gifu-ken Tarui-cho","","7","25","7","115","1628","2","61","862","1","280","***","***","***","***","***"
"2015100000","2015","21362","Gifu-ken Sekigahara-cho","","1","33","2","32","342","2","22","194","0","0","***","***","***","***","***"
"2015100000","2015","21381","Gifu-ken Godo-cho","","4","103","4","71","1037","1","39","588","0","0","***","***","***","***","***"
"2015100000","2015","21382","Gifu-ken Wanouchi-cho","","0","0","3","46","633","1","22","293","0","0","***","***","***","***","***"
"2015100000","2015","21383","Gifu-ken Anpachi-cho","","0","0","3","62","950","2","48","653","0","0","***","***","***","***","***"
"2015100000","2015","21401","Gifu-ken Ibigawa-cho","","1","226","8","92","959","5","70","633","1","450","***","***","***","***","***"
"2015100000","2015","21403","Gifu-ken Ono-cho","","1","84","7","102","1456","3","73","905","0","0","***","***","***","***","***"
"2015100000","2015","21404","Gifu-ken Ikeda-cho","","1","280","5","100","1614","1","51","804","1","464","***","***","***","***","***"
"2015100000","2015","21421","Gifu-ken Kitagata-cho","","2","299","3","72","1129","1","36","559","1","834","***","***","***","***","***"
"2015100000","2015","21501","Gifu-ken Sakahogi-cho","","1","112","1","23","420","1","15","206","0","0","***","***","***","***","***"
"2015100000","2015","21502","Gifu-ken Tomika-cho","","0","0","1","19","287","1","20","222","0","0","***","***","***","***","***"
"2015100000","2015","21503","Gifu-ken Kawabe-cho","","0","0","3","45","543","1","23","265","0","0","***","***","***","***","***"
"2015100000","2015","21504","Gifu-ken Hichiso-cho","","0","0","2","23","158","2","23","89","0","0","***","***","***","***","***"
"2015100000","2015","21505","Gifu-ken Yaotsu-cho","","0","0","5","60","498","2","31","279","1","325","***","***","***","***","***"
"2015100000","2015","21506","Gifu-ken Shirakawa-cho","","0","0","5","57","344","3","34","207","0","0","***","***","***","***","***"
"2015100000","2015","21507","Gifu-ken Higashishirakawa-mura","","0","0","1","12","95","1","11","71","0","0","***","***","***","***","***"
"2015100000","2015","21521","Gifu-ken Mitake-cho","","1","143","3","63","929","3","49","531","2","1035","***","***","***","***","***"
"2015100000","2015","21604","Gifu-ken Shirakawa-mura","","0","0","1","12","82","1","11","60","0","0","***","***","***","***","***"
"2015100000","2015","22100","Shizuoka-ken Shizuoka-shi","","45","7521","91","1963","34974","57","1279","19539","27","20469","***","***","***","***","***"
"2015100000","2015","22101","Shizuoka-ken Shizuoka-shi Aoi-ku","","18","3065","41","767","13214","26","532","7939","16","13249","***","***","***","***","***"
"2015100000","2015","22102","Shizuoka-ken Shizuoka-shi Suruga-ku","","15","2716","18","518","10130","11","309","5051","4","2310","***","***","***","***","***"
"2015100000","2015","22103","Shizuoka-ken Shizuoka-shi Shimizu-ku","","12","1740","32","678","11630","20","438","6549","7","4910","***","***","***","***","***"
"2015100000","2015","22130","Shizuoka-ken Hamamatsu-shi","","114","14257","101","2450","44170","58","1473","23274","28","23178","***","***","***","***","***"
"2015100000","2015","22131","Shizuoka-ken Hamamatsu-shi Naka-ku","","29","5206","27","686","12519","19","456","7395","11","9257","***","***","***","***","***"
"2015100000","2015","22132","Shizuoka-ken Hamamatsu-shi Higashi-ku","","12","1780","13","371","7364","8","229","3862","2","2031","***","***","***","***","***"
"2015100000","2015","22133","Shizuoka-ken Hamamatsu-shi Nishi-ku","","15","2055","11","347","6740","7","202","3178","4","3481","***","***","***","***","***"
"2015100000","2015","22134","Shizuoka-ken Hamamatsu-shi Minami-ku","","11","1280","9","278","5465","6","166","2556","2","1842","***","***","***","***","***"
"2015100000","2015","22135","Shizuoka-ken Hamamatsu-shi Kita-ku","","20","1796","17","324","5081","8","195","2976","4","3564","***","***","***","***","***"
"2015100000","2015","22136","Shizuoka-ken Hamamatsu-shi Hamakita-ku","","14","1790","11","316","5987","5","155","2666","2","2169","***","***","***","***","***"
"2015100000","2015","22137","Shizuoka-ken Hamamatsu-shi Tenryu-ku","","13","350","13","128","1014","5","70","641","3","834","***","***","***","***","***"
"2015100000","2015","22203","Shizuoka-ken Numazu-shi","","25","2917","25","567","9857","19","395","5356","11","8662","***","***","***","***","***"
"2015100000","2015","22205","Shizuoka-ken Atami-shi","","7","196","8","100","1108","4","61","613","1","257","***","***","***","***","***"
"2015100000","2015","22206","Shizuoka-ken Mishima-shi","","16","1595","14","325","5889","8","201","3164","4","4153","***","***","***","***","***"
"2015100000","2015","22207","Shizuoka-ken Fujinomiya-shi","","10","1688","23","425","7424","14","281","4019","5","4168","***","***","***","***","***"
"2015100000","2015","22208","Shizuoka-ken Ito-shi","","17","781","10","182","2931","5","116","1689","3","1084","***","***","***","***","***"
"2015100000","2015","22209","Shizuoka-ken Shimada-shi","","8","1310","18","338","5279","8","198","2917","5","3026","***","***","***","***","***"
"2015100000","2015","22210","Shizuoka-ken Fuji-shi","","23","2952","27","733","14050","17","477","7341","6","5038","***","***","***","***","***"
"2015100000","2015","22211","Shizuoka-ken Iwata-shi","","22","2650","22","556","9354","11","315","4719","5","4006","***","***","***","***","***"
"2015100000","2015","22212","Shizuoka-ken Yaizu-shi","","20","2350","13","384","7621","9","251","3780","4","2758","***","***","***","***","***"
"2015100000","2015","22213","Shizuoka-ken Kakegawa-shi","","18","1972","22","439","6581","9","235","3155","4","2751","***","***","***","***","***"
"2015100000","2015","22214","Shizuoka-ken Fujieda-shi","","20","2607","17","439","7803","12","273","4042","6","4240","***","***","***","***","***"
"2015100000","2015","22215","Shizuoka-ken Gotemba-shi","","10","1300","11","297","5357","6","172","2736","3","1984","***","***","***","***","***"
"2015100000","2015","22216","Shizuoka-ken Fukuroi-shi","","16","1859","12","307","5307","4","146","2414","2","1509","***","***","***","***","***"
"2015100000","2015","22219","Shizuoka-ken Shimoda-shi","","1","57","7","90","906","4","56","546","1","741","***","***","***","***","***"
"2015100000","2015","22220","Shizuoka-ken Susono-shi","","9","777","9","172","2948","6","121","1679","2","793","***","***","***","***","***"
"2015100000","2015","22221","Shizuoka-ken Kosai-shi","","6","808","6","171","3262","5","127","1795","2","1343","***","***","***","***","***"
"2015100000","2015","22222","Shizuoka-ken Izu-shi","","2","68","7","98","1298","4","59","776","2","763","***","***","***","***","***"
"2015100000","2015","22223","Shizuoka-ken Omaezaki-shi","","5","335","5","117","1710","2","69","1093","1","433","***","***","***","***","***"
"2015100000","2015","22224","Shizuoka-ken Kikugawa-shi","","6","576","9","177","2642","4","104","1499","3","1954","***","***","***","***","***"
"2015100000","2015","22225","Shizuoka-ken Izunokuni-shi","","7","670","6","137","2489","3","87","1300","2","1453","***","***","***","***","***"
"2015100000","2015","22226","Shizuoka-ken Makinohara-shi","","5","491","10","170","2375","3","72","1086","2","1337","***","***","***","***","***"
"2015100000","2015","22301","Shizuoka-ken Higashiizu-cho","","3","114","3","44","467","2","31","294","1","322","***","***","***","***","***"
"2015100000","2015","22302","Shizuoka-ken Kawazu-cho","","1","108","3","37","361","1","16","178","0","0","***","***","***","***","***"
"2015100000","2015","22304","Shizuoka-ken Minamiizu-cho","","0","0","3","36","370","2","24","212","1","111","***","***","***","***","***"
"2015100000","2015","22305","Shizuoka-ken Matsuzaki-cho","","2","48","1","14","250","1","17","194","1","302","***","***","***","***","***"
"2015100000","2015","22306","Shizuoka-ken Nishiizu-cho","","2","51","3","35","306","2","23","182","0","0","***","***","***","***","***"
"2015100000","2015","22325","Shizuoka-ken Kannami-cho","","6","488","5","108","1890","2","65","1084","1","602","***","***","***","***","***"
"2015100000","2015","22341","Shizuoka-ken Shimizu-cho","","4","366","3","94","1853","2","61","988","1","602","***","***","***","***","***"
"2015100000","2015","22342","Shizuoka-ken Nagaizumi-cho","","6","720","3","125","2681","2","72","1309","1","1135","***","***","***","***","***"
"2015100000","2015","22344","Shizuoka-ken Oyama-cho","","3","179","5","69","1001","3","44","482","1","521","***","***","***","***","***"
"2015100000","2015","22424","Shizuoka-ken Yoshida-cho","","2","400","3","97","1726","1","57","876","0","0","***","***","***","***","***"
"2015100000","2015","22429","Shizuoka-ken Kawanehon-cho","","1","11","4","39","207","2","24","132","1","141","***","***","***","***","***"
"2015100000","2015","22461","Shizuoka-ken Mori-machi","","6","244","5","74","977","3","47","488","1","700","***","***","***","***","***"
"2015100000","2015","23100","Aichi-ken Nagoya-shi","","184","29908","267","6369","112928","127","3648","59715","62","68285","***","***","***","***","***"
"2015100000","2015","23101","Aichi-ken Nagoya-shi Chikusa-ku","","15","1800","16","399","7562","14","363","6133","8","8844","***","***","***","***","***"
"2015100000","2015","23102","Aichi-ken Nagoya-shi Higashi-ku","","9","1608","10","220","3760","8","241","4607","8","9274","***","***","***","***","***"
"2015100000","2015","23103","Aichi-ken Nagoya-shi Kita-ku","","15","2485","19","425","7108","7","217","3503","2","2030","***","***","***","***","***"
"2015100000","2015","23104","Aichi-ken Nagoya-shi Nishi-ku","","13","2152","18","399","6750","7","202","3201","4","3260","***","***","***","***","***"
"2015100000","2015","23105","Aichi-ken Nagoya-shi Nakamura-ku","","11","1364","15","299","4903","8","183","2516","4","5299","***","***","***","***","***"
"2015100000","2015","23106","Aichi-ken Nagoya-shi Naka-ku","","5","504","11","191","2128","4","88","825","2","2325","***","***","***","***","***"
"2015100000","2015","23107","Aichi-ken Nagoya-shi Showa-ku","","11","1414","13","296","4986","8","185","3227","6","6772","***","***","***","***","***"
"2015100000","2015","23108","Aichi-ken Nagoya-shi Mizuho-ku","","10","1198","11","277","4951","7","157","2388","7","9323","***","***","***","***","***"
"2015100000","2015","23109","Aichi-ken Nagoya-shi Atsuta-ku","","4","467","7","163","2611","4","88","1246","1","1097","***","***","***","***","***"
"2015100000","2015","23110","Aichi-ken Nagoya-shi Nakagawa-ku","","13","1756","24","609","11190","11","343","5621","3","2546","***","***","***","***","***"
"2015100000","2015","23111","Aichi-ken Nagoya-shi Minato-ku","","9","1226","20","468","7795","8","237","3866","2","1760","***","***","***","***","***"
"2015100000","2015","23112","Aichi-ken Nagoya-shi Minami-ku","","14","1860","18","373","5906","7","202","3029","4","4562","***","***","***","***","***"
"2015100000","2015","23113","Aichi-ken Nagoya-shi Moriyama-ku","","13","3171","21","560","10506","8","267","4612","3","2209","***","***","***","***","***"
"2015100000","2015","23114","Aichi-ken Nagoya-shi Midori-ku","","17","3380","28","778","15295","12","417","7122","2","2142","***","***","***","***","***"
"2015100000","2015","23115","Aichi-ken Nagoya-shi Meito-ku","","15","3295","19","493","9371","7","232","3934","3","3935","***","***","***","***","***"
"2015100000","2015","23116","Aichi-ken Nagoya-shi Tempaku-ku","","10","2228","17","419","8106","7","226","3885","3","2907","***","***","***","***","***"
"2015100000","2015","23201","Aichi-ken Toyohashi-shi","","27","3795","52","1221","21088","23","758","11344","11","10602","***","***","***","***","***"
"2015100000","2015","23202","Aichi-ken Okazaki-shi","","25","5799","48","1180","22301","23","738","11652","11","11530","***","***","***","***","***"
"2015100000","2015","23203","Aichi-ken Ichinomiya-shi","","26","4905","42","1102","22224","20","709","11892","12","10010","***","***","***","***","***"
"2015100000","2015","23204","Aichi-ken Seto-shi","","7","1943","20","420","7088","9","243","3967","6","4411","***","***","***","***","***"
"2015100000","2015","23205","Aichi-ken Handa-shi","","8","1392","14","364","6785","6","225","3707","5","4027","***","***","***","***","***"
"2015100000","2015","23206","Aichi-ken Kasugai-shi","","22","4696","38","916","17758","16","541","9263","8","7790","***","***","***","***","***"
"2015100000","2015","23207","Aichi-ken Toyokawa-shi","","6","1371","26","619","10549","10","351","5524","6","4605","***","***","***","***","***"
"2015100000","2015","23208","Aichi-ken Tsushima-shi","","6","608","8","188","3450","4","125","1994","4","3967","***","***","***","***","***"
"2015100000","2015","23209","Aichi-ken Hekinan-shi","","5","461","7","238","4303","5","144","2234","2","1747","***","***","***","***","***"
"2015100000","2015","23210","Aichi-ken Kariya-shi","","18","2735","15","426","8335","6","249","4339","5","4421","***","***","***","***","***"
"2015100000","2015","23211","Aichi-ken Toyota-shi","","31","4352","75","1525","24721","28","830","12549","15","10981","***","***","***","***","***"
"2015100000","2015","23212","Aichi-ken Anjo-shi","","13","3313","21","621","11558","8","348","5860","5","5416","***","***","***","***","***"
"2015100000","2015","23213","Aichi-ken Nishio-shi","","6","1071","26","596","9894","10","321","5010","5","4235","***","***","***","***","***"
"2015100000","2015","23214","Aichi-ken Gamagori-shi","","3","594","13","306","4230","7","170","2182","3","2019","***","***","***","***","***"
"2015100000","2015","23215","Aichi-ken Inuyama-shi","","5","918","10","235","4291","4","132","2122","2","1589","***","***","***","***","***"
"2015100000","2015","23216","Aichi-ken Tokoname-shi","","2","232","9","193","3405","4","106","1563","1","942","***","***","***","***","***"
"2015100000","2015","23217","Aichi-ken Konan-shi","","5","930","10","276","5750","6","213","3781","4","3784","***","***","***","***","***"
"2015100000","2015","23219","Aichi-ken Komaki-shi","","11","1962","16","463","8778","9","298","4464","4","2896","***","***","***","***","***"
"2015100000","2015","23220","Aichi-ken Inazawa-shi","","5","1116","23","461","7417","9","257","3931","4","2687","***","***","***","***","***"
"2015100000","2015","23221","Aichi-ken Shinshiro-shi","","1","61","16","232","2319","6","117","1366","4","1267","***","***","***","***","***"
"2015100000","2015","23222","Aichi-ken Tokai-shi","","5","1884","12","365","6955","6","208","3388","3","2943","***","***","***","***","***"
"2015100000","2015","23223","Aichi-ken Obu-shi","","4","1339","9","282","5470","4","159","2768","3","2090","***","***","***","***","***"
"2015100000","2015","23224","Aichi-ken Chita-shi","","7","1010","10","272","4982","5","160","2608","1","826","***","***","***","***","***"
"2015100000","2015","23225","Aichi-ken Chiryu-shi","","4","911","7","226","3962","3","142","2045","2","2109","***","***","***","***","***"
"2015100000","2015","23226","Aichi-ken Owariasahi-shi","","4","842","9","236","4909","3","137","2479","1","1156","***","***","***","***","***"
"2015100000","2015","23227","Aichi-ken Takahama-shi","","5","720","5","167","3032","2","94","1527","1","696","***","***","***","***","***"
"2015100000","2015","23228","Aichi-ken Iwakura-shi","","2","431","5","140","2411","2","80","1194","1","716","***","***","***","***","***"
"2015100000","2015","23229","Aichi-ken Toyoake-shi","","5","1445","9","208","3641","4","139","2088","2","2319","***","***","***","***","***"
"2015100000","2015","23230","Aichi-ken Nisshin-shi","","6","1557","10","283","5742","5","162","2588","3","2410","***","***","***","***","***"
"2015100000","2015","23231","Aichi-ken Tahara-shi","","2","400","18","279","3413","7","146","1783","3","1618","***","***","***","***","***"
"2015100000","2015","23232","Aichi-ken Aisai-shi","","3","884","13","233","3484","6","138","2102","2","1218","***","***","***","***","***"
"2015100000","2015","23233","Aichi-ken Kiyosu-shi","","2","213","8","201","3713","4","111","1692","1","955","***","***","***","***","***"
"2015100000","2015","23234","Aichi-ken Kitanagoya-shi","","5","1334","10","248","5059","6","164","2412","1","1078","***","***","***","***","***"
"2015100000","2015","23235","Aichi-ken Yatomi-shi","","1","60","8","160","2481","3","80","1262","2","1210","***","***","***","***","***"
"2015100000","2015","23236","Aichi-ken Miyoshi-shi","","6","1573","8","228","4152","4","141","2272","1","949","***","***","***","***","***"
"2015100000","2015","23237","Aichi-ken Ama-shi","","6","1389","12","288","5148","5","168","2716","2","1857","***","***","***","***","***"
"2015100000","2015","23238","Aichi-ken Nagakute-shi","","3","743","6","173","3809","3","96","1619","2","2124","***","***","***","***","***"
"2015100000","2015","23302","Aichi-ken Togo-cho","","1","202","6","157","2964","3","96","1478","1","776","***","***","***","***","***"
"2015100000","2015","23342","Aichi-ken Toyoyama-cho","","1","294","3","58","995","1","26","436","0","0","***","***","***","***","***"
"2015100000","2015","23361","Aichi-ken Oguchi-cho","","2","368","3","78","1467","1","44","703","0","0","***","***","***","***","***"
"2015100000","2015","23362","Aichi-ken Fuso-cho","","1","203","4","107","2010","2","62","1008","2","2087","***","***","***","***","***"
"2015100000","2015","23424","Aichi-ken Oharu-cho","","2","524","3","96","2086","1","59","983","0","0","***","***","***","***","***"
"2015100000","2015","23425","Aichi-ken Kanie-cho","","3","650","5","112","1937","2","63","961","0","0","***","***","***","***","***"
"2015100000","2015","23427","Aichi-ken Tobishima-mura","","0","0","1","22","270","1","14","108","0","0","***","***","***","***","***"
"2015100000","2015","23441","Aichi-ken Agui-cho","","1","152","4","90","1585","1","45","749","1","912","***","***","***","***","***"
"2015100000","2015","23442","Aichi-ken Higashiura-cho","","1","218","7","162","2837","3","99","1553","1","579","***","***","***","***","***"
"2015100000","2015","23445","Aichi-ken Minamichita-cho","","0","0","6","77","755","5","62","460","1","316","***","***","***","***","***"
"2015100000","2015","23446","Aichi-ken Mihama-cho","","1","30","6","83","1152","2","50","676","1","525","***","***","***","***","***"
"2015100000","2015","23447","Aichi-ken Taketoyo-cho","","0","0","4","121","2588","2","80","1362","1","751","***","***","***","***","***"
"2015100000","2015","23501","Aichi-ken Kota-cho","","3","794","6","152","2690","3","77","1251","1","705","***","***","***","***","***"
"2015100000","2015","23561","Aichi-ken Shitara-cho","","0","0","5","51","152","2","28","117","1","141","***","***","***","***","***"
"2015100000","2015","23562","Aichi-ken Toei-cho","","0","0","1","12","113","1","16","67","0","0","***","***","***","***","***"
"2015100000","2015","23563","Aichi-ken Toyone-mura","","0","0","1","13","46","1","17","30","0","0","***","***","***","***","***"
"2015100000","2015","24201","Mie-ken Tsu-shi","","50","3155","54","1070","15049","25","630","8025","12","9340","***","***","***","***","***"
"2015100000","2015","24202","Mie-ken Yokkaichi-shi","","38","4255","39","996","16923","25","656","9422","13","10757","***","***","***","***","***"
"2015100000","2015","24203","Mie-ken Ise-shi","","19","1171","24","439","6592","13","286","3642","8","5634","***","***","***","***","***"
"2015100000","2015","24204","Mie-ken Matsusaka-shi","","25","1470","41","681","8861","14","368","4550","5","4259","***","***","***","***","***"
"2015100000","2015","24205","Mie-ken Kuwana-shi","","23","1808","29","560","8095","11","318","4111","5","4165","***","***","***","***","***"
"2015100000","2015","24207","Mie-ken Suzuka-shi","","25","2290","30","725","11682","11","424","6341","6","4980","***","***","***","***","***"
"2015100000","2015","24208","Mie-ken Nabari-shi","","6","987","14","283","4096","5","151","2107","3","1711","***","***","***","***","***"
"2015100000","2015","24209","Mie-ken Owase-shi","","2","33","10","81","755","4","38","410","1","767","***","***","***","***","***"
"2015100000","2015","24210","Mie-ken Kameyama-shi","","6","697","11","213","2803","3","94","1330","1","799","***","***","***","***","***"
"2015100000","2015","24211","Mie-ken Toba-shi","","1","59","9","104","835","5","67","511","1","225","***","***","***","***","***"
"2015100000","2015","24212","Mie-ken Kumano-shi","","3","54","19","86","721","10","83","417","1","595","***","***","***","***","***"
"2015100000","2015","24214","Mie-ken Inabe-shi","","1","0","15","227","2441","4","101","1305","1","954","***","***","***","***","***"
"2015100000","2015","24215","Mie-ken Shima-shi","","8","361","19","211","2130","7","120","1339","2","582","***","***","***","***","***"
"2015100000","2015","24216","Mie-ken Iga-shi","","3","336","23","379","4548","11","235","2471","6","2307","***","***","***","***","***"
"2015100000","2015","24303","Mie-ken Kisosaki-cho","","2","45","1","23","311","1","14","154","0","0","***","***","***","***","***"
"2015100000","2015","24324","Mie-ken Toin-cho","","6","377","6","99","1433","2","47","708","0","0","***","***","***","***","***"
"2015100000","2015","24341","Mie-ken Komono-cho","","5","554","5","130","2340","2","81","1280","1","536","***","***","***","***","***"
"2015100000","2015","24343","Mie-ken Asahi-cho","","1","209","1","51","1023","1","24","362","0","0","***","***","***","***","***"
"2015100000","2015","24344","Mie-ken Kawagoe-cho","","1","212","2","47","846","1","29","460","1","964","***","***","***","***","***"
"2015100000","2015","24441","Mie-ken Taki-cho","","0","0","5","80","851","2","44","508","1","787","***","***","***","***","***"
"2015100000","2015","24442","Mie-ken Meiwa-cho","","3","143","6","102","1266","1","45","700","0","0","***","***","***","***","***"
"2015100000","2015","24443","Mie-ken Odai-cho","","0","0","4","51","422","2","28","232","1","204","***","***","***","***","***"
"2015100000","2015","24461","Mie-ken Tamaki-cho","","0","0","4","66","952","1","32","518","0","0","***","***","***","***","***"
"2015100000","2015","24470","Mie-ken Watarai-cho","","0","0","1","28","428","1","22","246","1","184","***","***","***","***","***"
"2015100000","2015","24471","Mie-ken Taiki-cho","","0","0","4","47","326","2","24","212","0","0","***","***","***","***","***"
"2015100000","2015","24472","Mie-ken Minamiise-cho","","0","0","3","42","355","2","32","266","1","65","***","***","***","***","***"
"2015100000","2015","24543","Mie-ken Kihoku-cho","","3","27","13","108","677","4","63","434","0","0","***","***","***","***","***"
"2015100000","2015","24561","Mie-ken Mihama-cho","","0","0","4","46","445","3","32","281","1","332","***","***","***","***","***"
"2015100000","2015","24562","Mie-ken Kiho-cho","","1","26","6","63","570","2","37","325","0","0","***","***","***","***","***"
"2015100000","2015","25201","Shiga-ken Otsu-shi","","42","3404","38","1086","19521","21","678","10007","14","10275","***","***","***","***","***"
"2015100000","2015","25202","Shiga-ken Hikone-shi","","12","1337","17","430","6434","8","243","3512","7","4802","***","***","***","***","***"
"2015100000","2015","25203","Shiga-ken Nagahama-shi","","9","787","27","502","6865","13","311","3795","6","3287","***","***","***","***","***"
"2015100000","2015","25204","Shiga-ken Omihachiman-shi","","9","1264","13","315","4834","5","175","2578","4","3378","***","***","***","***","***"
"2015100000","2015","25206","Shiga-ken Kusatsu-shi","","14","1511","13","445","7715","7","242","3622","6","5024","***","***","***","***","***"
"2015100000","2015","25207","Shiga-ken Moriyama-shi","","7","1143","9","299","5783","6","221","3283","3","2243","***","***","***","***","***"
"2015100000","2015","25208","Shiga-ken Ritto-shi","","9","1426","9","279","4899","3","137","2117","2","1385","***","***","***","***","***"
