"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","E1101","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E4101","E4501","E9101","E9102","E9103","E9105","E9106"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","E1101_Number of kindergartens[number of kindergartens]","E1501_Number of Kindergarten students[person]","E2101_Number of elementary schools[number of schools]","E2401_Number of elementary school teachers[person]","E2501_Elementary school students[person]","E3101_Number of lower secondary schools[number of schools]","E3401_Number of lower secondary school teachers[person]","E3501_Lower secondary school students[person]","E4101_Number of upper secondary schools[number of schools]","E4501_Upper secondary school students[person]","E9101_Population by last school completed (Graduates) (Total)[person]","E9102_Population by last school completed (Elementary school, lower secondary school)[person]","E9103_Population by last school completed (Upper secondary school, lower secondary schools under the old educational system)[person]","E9105_Population by last school completed (Junior college, college of technology)[person]","E9106_Population by last school completed (University and graduate school)[person]"
"2015100000","2015","10444","Gumma-ken Kawaba-mura","","1","34","1","14","178","1","12","103","0","0","***","***","***","***","***"
"2015100000","2015","10448","Gumma-ken Showa-mura","","0","0","3","39","383","1","18","230","0","0","***","***","***","***","***"
"2015100000","2015","10449","Gumma-ken Minakami-machi","","3","90","6","85","758","4","59","486","1","480","***","***","***","***","***"
"2015100000","2015","10464","Gumma-ken Tamamura-machi","","3","252","6","130","1921","2","69","1089","1","227","***","***","***","***","***"
"2015100000","2015","10521","Gumma-ken Itakura-machi","","2","255","4","65","714","1","28","377","1","227","***","***","***","***","***"
"2015100000","2015","10522","Gumma-ken Meiwa-machi","","0","0","2","41","583","1","22","300","1","577","***","***","***","***","***"
"2015100000","2015","10523","Gumma-ken Chiyoda-machi","","2","96","2","42","622","1","23","336","0","0","***","***","***","***","***"
"2015100000","2015","10524","Gumma-ken Oizumi-machi","","5","760","4","121","1997","3","78","1068","2","1179","***","***","***","***","***"
"2015100000","2015","10525","Gumma-ken Ora-machi","","3","289","4","88","1414","2","49","755","0","0","***","***","***","***","***"
"2015100000","2015","11100","Saitama-ken Saitama-shi","","107","20697","107","3284","68402","66","2087","36386","35","37834","***","***","***","***","***"
"2015100000","2015","11101","Saitama-ken Saitama-shi Nishi-ku","","8","1556","8","227","4666","7","181","2922","4","5305","***","***","***","***","***"
"2015100000","2015","11102","Saitama-ken Saitama-shi Kita-ku","","9","1989","10","388","8348","5","211","3876","3","2723","***","***","***","***","***"
"2015100000","2015","11103","Saitama-ken Saitama-shi Omiya-ku","","13","2129","9","278","5938","8","198","3190","3","3847","***","***","***","***","***"
"2015100000","2015","11104","Saitama-ken Saitama-shi Minuma-ku","","11","1960","11","358","7897","8","251","4279","3","3247","***","***","***","***","***"
"2015100000","2015","11105","Saitama-ken Saitama-shi Chuo-ku","","6","959","8","245","5207","5","144","2666","3","2914","***","***","***","***","***"
"2015100000","2015","11106","Saitama-ken Saitama-shi Sakura-ku","","9","2261","8","242","4767","4","144","2719","3","2052","***","***","***","***","***"
"2015100000","2015","11107","Saitama-ken Saitama-shi Urawa-ku","","13","2154","13","417","8933","5","188","3525","5","5484","***","***","***","***","***"
"2015100000","2015","11108","Saitama-ken Saitama-shi Minami-ku","","13","2696","14","430","9174","8","287","5280","3","4278","***","***","***","***","***"
"2015100000","2015","11109","Saitama-ken Saitama-shi Midori-ku","","9","2290","11","344","7298","7","213","3943","4","4319","***","***","***","***","***"
"2015100000","2015","11110","Saitama-ken Saitama-shi Iwatsuki-ku","","16","2703","15","355","6174","9","270","3986","4","3665","***","***","***","***","***"
"2015100000","2015","11201","Saitama-ken Kawagoe-shi","","34","6400","33","880","18114","26","645","9899","15","14546","***","***","***","***","***"
"2015100000","2015","11202","Saitama-ken Kumagaya-shi","","16","2308","30","631","9898","17","415","5279","7","5863","***","***","***","***","***"
"2015100000","2015","11203","Saitama-ken Kawaguchi-shi","","44","10566","52","1472","29815","26","794","14001","9","7742","***","***","***","***","***"
"2015100000","2015","11206","Saitama-ken Gyoda-shi","","8","1397","16","294","4108","8","179","2167","1","983","***","***","***","***","***"
"2015100000","2015","11207","Saitama-ken Chichibu-shi","","9","752","14","236","3242","8","150","1757","2","1616","***","***","***","***","***"
"2015100000","2015","11208","Saitama-ken Tokorozawa-shi","","22","4705","32","824","16931","15","461","7985","6","5442","***","***","***","***","***"
"2015100000","2015","11209","Saitama-ken Hanno-shi","","7","881","14","244","3594","10","177","2177","4","2907","***","***","***","***","***"
"2015100000","2015","11210","Saitama-ken Kazo-shi","","14","800","22","384","5821","9","221","3295","3","3244","***","***","***","***","***"
"2015100000","2015","11211","Saitama-ken Honjo-shi","","8","764","13","280","3958","5","160","2386","6","6060","***","***","***","***","***"
"2015100000","2015","11212","Saitama-ken Higashimatsuyama-shi","","8","1379","11","262","4410","6","170","2463","3","3307","***","***","***","***","***"
"2015100000","2015","11214","Saitama-ken Kasukabe-shi","","21","3662","24","615","11252","14","415","6372","6","6364","***","***","***","***","***"
"2015100000","2015","11215","Saitama-ken Sayama-shi","","10","1616","16","405","7481","10","266","4268","6","4713","***","***","***","***","***"
"2015100000","2015","11216","Saitama-ken Hanyu-shi","","4","435","11","195","2748","3","99","1531","4","2155","***","***","***","***","***"
"2015100000","2015","11217","Saitama-ken Konosu-shi","","9","1092","19","373","5903","8","191","3050","3","1929","***","***","***","***","***"
"2015100000","2015","11218","Saitama-ken Fukaya-shi","","14","746","19","464","7898","11","286","4123","5","4249","***","***","***","***","***"
"2015100000","2015","11219","Saitama-ken Ageo-shi","","21","4458","22","618","11909","12","372","6189","5","4647","***","***","***","***","***"
"2015100000","2015","11221","Saitama-ken Soka-shi","","17","3574","21","641","13015","11","375","6425","4","3606","***","***","***","***","***"
"2015100000","2015","11222","Saitama-ken Koshigaya-shi","","22","5466","30","865","17873","16","521","9257","8","8924","***","***","***","***","***"
"2015100000","2015","11223","Saitama-ken Warabi-shi","","4","632","7","164","2871","4","169","1524","2","2572","***","***","***","***","***"
"2015100000","2015","11224","Saitama-ken Toda-shi","","10","2621","12","373","7597","6","194","3339","2","1759","***","***","***","***","***"
"2015100000","2015","11225","Saitama-ken Iruma-shi","","10","2081","16","405","7874","12","271","4211","5","4000","***","***","***","***","***"
"2015100000","2015","11227","Saitama-ken Asaka-shi","","8","2311","10","323","7187","5","187","3321","2","2208","***","***","***","***","***"
"2015100000","2015","11228","Saitama-ken Shiki-shi","","7","1422","8","205","3739","4","105","1796","3","2600","***","***","***","***","***"
"2015100000","2015","11229","Saitama-ken Wako-shi","","4","816","8","201","4098","3","103","1808","2","1517","***","***","***","***","***"
"2015100000","2015","11230","Saitama-ken Niiza-shi","","11","2551","17","442","8705","8","265","4695","5","4549","***","***","***","***","***"
"2015100000","2015","11231","Saitama-ken Okegawa-shi","","5","877","7","196","3761","4","119","2012","2","1515","***","***","***","***","***"
"2015100000","2015","11232","Saitama-ken Kuki-shi","","14","2021","23","466","7384","11","264","3810","5","4093","***","***","***","***","***"
"2015100000","2015","11233","Saitama-ken Kitamoto-shi","","9","1047","8","196","3287","4","122","1819","1","610","***","***","***","***","***"
"2015100000","2015","11234","Saitama-ken Yashio-shi","","5","1238","10","248","4550","5","152","2175","2","1263","***","***","***","***","***"
"2015100000","2015","11235","Saitama-ken Fujimi-shi","","8","1847","11","297","5702","6","158","2714","1","682","***","***","***","***","***"
"2015100000","2015","11237","Saitama-ken Misato-shi","","10","1839","19","395","6840","8","209","3257","3","2133","***","***","***","***","***"
"2015100000","2015","11238","Saitama-ken Hasuda-shi","","4","534","8","183","3054","5","109","1495","1","653","***","***","***","***","***"
"2015100000","2015","11239","Saitama-ken Sakado-shi","","10","1781","13","313","5552","7","177","2708","4","3387","***","***","***","***","***"
"2015100000","2015","11240","Saitama-ken Satte-shi","","7","839","9","169","2367","3","79","1177","1","688","***","***","***","***","***"
"2015100000","2015","11241","Saitama-ken Tsurugashima-shi","","5","989","8","198","3780","5","127","1948","1","670","***","***","***","***","***"
"2015100000","2015","11242","Saitama-ken Hidaka-shi","","4","809","6","181","3270","6","112","1500","1","419","***","***","***","***","***"
"2015100000","2015","11243","Saitama-ken Yoshikawa-shi","","6","1301","8","214","4495","3","116","2108","1","745","***","***","***","***","***"
"2015100000","2015","11245","Saitama-ken Fujimino-shi","","9","1421","13","305","5967","6","171","2966","1","690","***","***","***","***","***"
"2015100000","2015","11246","Saitama-ken Shiraoka-shi","","4","819","6","146","2605","4","96","1368","1","637","***","***","***","***","***"
"2015100000","2015","11301","Saitama-ken Ina-machi","","3","704","4","147","3229","5","119","1758","3","4299","***","***","***","***","***"
"2015100000","2015","11324","Saitama-ken Miyoshi-machi","","3","640","5","115","2210","3","66","1102","0","0","***","***","***","***","***"
"2015100000","2015","11326","Saitama-ken Moroyama-machi","","3","163","4","97","1585","3","74","953","1","886","***","***","***","***","***"
"2015100000","2015","11327","Saitama-ken Ogose-machi","","1","65","2","34","495","1","23","319","2","1420","***","***","***","***","***"
"2015100000","2015","11341","Saitama-ken Namegawa-machi","","1","290","3","68","1246","1","35","501","1","881","***","***","***","***","***"
"2015100000","2015","11342","Saitama-ken Ranzan-machi","","1","92","3","57","794","3","56","572","1","462","***","***","***","***","***"
"2015100000","2015","11343","Saitama-ken Ogawa-machi","","2","207","6","95","1224","3","57","675","1","744","***","***","***","***","***"
"2015100000","2015","11346","Saitama-ken Kawajima-machi","","2","219","6","93","989","2","46","551","0","0","***","***","***","***","***"
"2015100000","2015","11347","Saitama-ken Yoshimi-machi","","1","133","6","82","831","1","31","494","0","0","***","***","***","***","***"
"2015100000","2015","11348","Saitama-ken Hatoyama-machi","","2","58","3","42","517","1","19","326","1","471","***","***","***","***","***"
"2015100000","2015","11349","Saitama-ken Tokigawa-machi","","1","60","3","40","434","2","34","276","0","0","***","***","***","***","***"
"2015100000","2015","11361","Saitama-ken Yokoze-machi","","1","158","1","26","451","1","20","264","0","0","***","***","***","***","***"
"2015100000","2015","11362","Saitama-ken Minano-machi","","1","89","3","45","470","1","27","264","1","209","***","***","***","***","***"
"2015100000","2015","11363","Saitama-ken Nagatoro-machi","","2","48","2","26","328","1","20","220","0","0","***","***","***","***","***"
"2015100000","2015","11365","Saitama-ken Ogano-machi","","1","104","4","62","627","4","52","315","1","240","***","***","***","***","***"
"2015100000","2015","11369","Saitama-ken Higashichichibu-mura","","0","0","1","14","97","1","13","76","0","0","***","***","***","***","***"
"2015100000","2015","11381","Saitama-ken Misato-machi","","1","85","3","46","561","1","24","295","0","0","***","***","***","***","***"
"2015100000","2015","11383","Saitama-ken Kamikawa-machi","","1","134","4","59","669","1","27","373","0","0","***","***","***","***","***"
"2015100000","2015","11385","Saitama-ken Kamisato-machi","","2","196","5","120","1817","2","63","1005","0","0","***","***","***","***","***"
"2015100000","2015","11408","Saitama-ken Yorii-machi","","1","224","6","113","1505","3","72","891","1","702","***","***","***","***","***"
"2015100000","2015","11442","Saitama-ken Miyashiro-machi","","4","359","4","88","1427","3","58","778","1","625","***","***","***","***","***"
"2015100000","2015","11464","Saitama-ken Sugito-machi","","6","733","6","136","2307","4","95","1393","3","3068","***","***","***","***","***"
"2015100000","2015","11465","Saitama-ken Matsubushi-machi","","1","136","3","90","1708","2","57","994","1","699","***","***","***","***","***"
"2015100000","2015","12100","Chiba-ken Chiba-shi","","92","14472","115","2727","50778","60","1671","26837","29","28581","***","***","***","***","***"
"2015100000","2015","12101","Chiba-ken Chiba-shi Chuo-ku","","19","2855","19","508","9324","11","296","4369","8","6690","***","***","***","***","***"
"2015100000","2015","12102","Chiba-ken Chiba-shi Hanamigawa-ku","","16","2246","23","490","8479","10","284","4651","2","1840","***","***","***","***","***"
"2015100000","2015","12103","Chiba-ken Chiba-shi Inage-ku","","13","2373","17","474","9567","8","228","3801","7","7821","***","***","***","***","***"
"2015100000","2015","12104","Chiba-ken Chiba-shi Wakaba-ku","","15","2217","21","379","6445","10","247","4044","4","2827","***","***","***","***","***"
"2015100000","2015","12105","Chiba-ken Chiba-shi Midori-ku","","10","1959","16","405","8079","8","238","3985","1","965","***","***","***","***","***"
"2015100000","2015","12106","Chiba-ken Chiba-shi Mihama-ku","","19","2822","19","471","8884","13","378","5987","7","8438","***","***","***","***","***"
"2015100000","2015","12202","Chiba-ken Choshi-shi","","7","424","13","207","2514","7","136","1539","3","2286","***","***","***","***","***"
"2015100000","2015","12203","Chiba-ken Ichikawa-shi","","39","5709","42","1143","23848","21","723","12456","14","12414","***","***","***","***","***"
"2015100000","2015","12204","Chiba-ken Funabashi-shi","","45","10069","55","1543","33552","28","870","15640","15","14117","***","***","***","***","***"
"2015100000","2015","12205","Chiba-ken Tateyama-shi","","7","373","11","178","2133","4","93","1137","3","1638","***","***","***","***","***"
"2015100000","2015","12206","Chiba-ken Kisarazu-shi","","12","2208","20","458","7545","15","328","3955","6","6082","***","***","***","***","***"
"2015100000","2015","12207","Chiba-ken Matsudo-shi","","43","7208","45","1169","23787","22","722","12574","10","9384","***","***","***","***","***"
"2015100000","2015","12208","Chiba-ken Noda-shi","","12","2065","20","471","8386","12","288","4180","4","2665","***","***","***","***","***"
"2015100000","2015","12210","Chiba-ken Mobara-shi","","9","918","14","280","4168","7","170","2328","4","2782","***","***","***","***","***"
"2015100000","2015","12211","Chiba-ken Narita-shi","","10","2209","26","517","7664","11","295","3719","5","3891","***","***","***","***","***"
"2015100000","2015","12212","Chiba-ken Sakura-shi","","13","2501","23","516","8702","11","311","4284","4","3087","***","***","***","***","***"
"2015100000","2015","12213","Chiba-ken Togane-shi","","9","676","9","185","2779","4","111","1479","3","1702","***","***","***","***","***"
"2015100000","2015","12215","Chiba-ken Asahi-shi","","4","423","15","265","3368","5","146","1805","2","999","***","***","***","***","***"
"2015100000","2015","12216","Chiba-ken Narashino-shi","","16","2224","16","430","8829","8","291","5035","4","4267","***","***","***","***","***"
"2015100000","2015","12217","Chiba-ken Kashiwa-shi","","31","7501","42","1076","21525","23","673","11208","14","13586","***","***","***","***","***"
"2015100000","2015","12218","Chiba-ken Katsuura-shi","","1","34","7","89","622","3","43","358","0","0","***","***","***","***","***"
"2015100000","2015","12219","Chiba-ken Ichihara-shi","","29","4310","44","901","13874","22","546","7270","8","4687","***","***","***","***","***"
"2015100000","2015","12220","Chiba-ken Nagareyama-shi","","11","2787","16","444","9565","9","251","4042","4","3209","***","***","***","***","***"
"2015100000","2015","12221","Chiba-ken Yachiyo-shi","","17","3390","22","537","11266","13","360","6075","6","7042","***","***","***","***","***"
"2015100000","2015","12222","Chiba-ken Abiko-shi","","10","1753","13","365","6880","6","199","3297","4","3238","***","***","***","***","***"
"2015100000","2015","12223","Chiba-ken Kamogawa-shi","","8","394","8","133","1459","3","70","825","2","599","***","***","***","***","***"
"2015100000","2015","12224","Chiba-ken Kamagaya-shi","","9","2474","9","276","5624","5","173","2830","2","1753","***","***","***","***","***"
"2015100000","2015","12225","Chiba-ken Kimitsu-shi","","5","774","17","295","4094","12","217","2248","4","2042","***","***","***","***","***"
"2015100000","2015","12226","Chiba-ken Futtsu-shi","","3","562","11","164","1879","5","99","1016","2","1014","***","***","***","***","***"
"2015100000","2015","12227","Chiba-ken Urayasu-shi","","19","2433","17","469","9900","11","276","4708","4","3790","***","***","***","***","***"
"2015100000","2015","12228","Chiba-ken Yotsukaido-shi","","8","1360","12","275","4976","5","157","2362","4","3339","***","***","***","***","***"
"2015100000","2015","12229","Chiba-ken Sodegaura-shi","","4","666","8","189","3340","5","131","1751","1","851","***","***","***","***","***"
"2015100000","2015","12230","Chiba-ken Yachimata-shi","","6","591","9","214","3333","4","142","2018","2","1369","***","***","***","***","***"
"2015100000","2015","12231","Chiba-ken Inzai-shi","","10","1761","21","374","5692","9","206","2530","1","481","***","***","***","***","***"
"2015100000","2015","12232","Chiba-ken Shiroi-shi","","6","1299","9","234","4298","5","132","1835","1","663","***","***","***","***","***"
"2015100000","2015","12233","Chiba-ken Tomisato-shi","","6","484","8","152","2382","3","94","1242","1","717","***","***","***","***","***"
"2015100000","2015","12234","Chiba-ken Minamiboso-shi","","9","397","9","142","1594","6","100","875","1","474","***","***","***","***","***"
"2015100000","2015","12235","Chiba-ken Sosa-shi","","3","120","11","165","1742","3","75","990","2","1490","***","***","***","***","***"
"2015100000","2015","12236","Chiba-ken Katori-shi","","5","240","22","320","3445","8","165","1962","4","2265","***","***","***","***","***"
"2015100000","2015","12237","Chiba-ken Sammu-shi","","3","137","13","189","2291","6","127","1354","2","1376","***","***","***","***","***"
"2015100000","2015","12238","Chiba-ken Isumi-shi","","0","0","11","168","1536","3","74","889","1","673","***","***","***","***","***"
"2015100000","2015","12239","Chiba-ken Oamishirasato-shi","","6","793","7","161","2386","3","95","1293","1","712","***","***","***","***","***"
"2015100000","2015","12322","Chiba-ken Shisui-machi","","2","247","2","62","1113","1","35","560","1","1084","***","***","***","***","***"
"2015100000","2015","12329","Chiba-ken Sakae-machi","","2","268","4","69","763","1","33","447","0","0","***","***","***","***","***"
"2015100000","2015","12342","Chiba-ken Kozaki-machi","","0","0","2","26","256","1","17","173","0","0","***","***","***","***","***"
"2015100000","2015","12347","Chiba-ken Tako-machi","","0","0","5","65","561","1","26","351","1","392","***","***","***","***","***"
"2015100000","2015","12349","Chiba-ken Tonosho-machi","","2","47","5","73","657","1","28","376","0","0","***","***","***","***","***"
"2015100000","2015","12403","Chiba-ken Kujukuri-machi","","3","154","3","52","663","1","30","377","1","413","***","***","***","***","***"
"2015100000","2015","12409","Chiba-ken Shibayama-machi","","1","166","1","26","347","1","19","178","0","0","***","***","***","***","***"
"2015100000","2015","12410","Chiba-ken Yokoshibahikari-machi","","2","146","7","109","1122","2","51","645","1","295","***","***","***","***","***"
"2015100000","2015","12421","Chiba-ken Ichinomiya-machi","","0","0","2","42","660","1","23","309","1","483","***","***","***","***","***"
"2015100000","2015","12422","Chiba-ken Mutsuzawa-machi","","0","0","2","27","282","1","20","139","0","0","***","***","***","***","***"
"2015100000","2015","12423","Chiba-ken Chosei-mura","","0","0","3","48","695","1","31","396","0","0","***","***","***","***","***"
"2015100000","2015","12424","Chiba-ken Shirako-machi","","0","0","3","39","462","1","22","253","0","0","***","***","***","***","***"
"2015100000","2015","12426","Chiba-ken Nagara-machi","","0","0","2","25","258","1","18","173","0","0","***","***","***","***","***"
"2015100000","2015","12427","Chiba-ken Chonan-machi","","1","100","4","50","284","1","19","177","0","0","***","***","***","***","***"
"2015100000","2015","12441","Chiba-ken Otaki-machi","","0","0","2","37","372","2","34","224","1","487","***","***","***","***","***"
"2015100000","2015","12443","Chiba-ken Onjuku-machi","","0","0","2","28","245","1","21","133","0","0","***","***","***","***","***"
"2015100000","2015","12463","Chiba-ken Kyonan-machi","","1","79","1","23","259","1","18","174","0","0","***","***","***","***","***"
"2015100000","2015","13100","Tokyo-to Ku-area","","717","107929","874","21051","377157","532","12444","200085","308","225510","***","***","***","***","***"
"2015100000","2015","13101","Tokyo-to Chiyoda-ku","","12","1243","11","262","4427","14","350","6080","18","10722","***","***","***","***","***"
"2015100000","2015","13102","Tokyo-to Chuo-ku","","16","1559","16","333","5389","5","104","1509","2","1019","***","***","***","***","***"
"2015100000","2015","13103","Tokyo-to Minato-ku","","30","3064","20","479","8796","22","541","9153","18","12605","***","***","***","***","***"
"2015100000","2015","13104","Tokyo-to Shinjuku-ku","","31","1809","30","605","9032","17","410","6849","11","8070","***","***","***","***","***"
"2015100000","2015","13105","Tokyo-to Bunkyo-ku","","28","3047","24","578","10417","27","506","7817","26","15782","***","***","***","***","***"
"2015100000","2015","13106","Tokyo-to Taito-ku","","19","2171","19","396","6439","9","202","2948","8","5522","***","***","***","***","***"
"2015100000","2015","13107","Tokyo-to Sumida-ku","","16","1784","25","586","9555","13","343","5413","7","5856","***","***","***","***","***"
"2015100000","2015","13108","Tokyo-to Koto-ku","","32","4478","45","1174","22552","25","565","8679","11","6813","***","***","***","***","***"
"2015100000","2015","13109","Tokyo-to Shinagawa-ku","","28","3799","38","849","14291","21","493","7773","12","8798","***","***","***","***","***"
"2015100000","2015","13110","Tokyo-to Meguro-ku","","24","3479","24","589","9482","15","294","3967","11","8279","***","***","***","***","***"
"2015100000","2015","13111","Tokyo-to Ota-ku","","48","9114","61","1558","29215","30","730","11758","14","11682","***","***","***","***","***"
"2015100000","2015","13112","Tokyo-to Setagaya-ku","","66","10933","72","1936","37666","52","1210","19919","38","25530","***","***","***","***","***"
"2015100000","2015","13113","Tokyo-to Shibuya-ku","","21","2085","21","470","7673","13","329","4744","10","8812","***","***","***","***","***"
"2015100000","2015","13114","Tokyo-to Nakano-ku","","23","3332","27","567","9623","17","370","5643","12","10102","***","***","***","***","***"
"2015100000","2015","13115","Tokyo-to Suginami-ku","","46","6722","43","1155","19920","32","671","10432","19","16289","***","***","***","***","***"
"2015100000","2015","13116","Tokyo-to Toshima-ku","","20","1721","24","544","8698","17","414","7196","16","12324","***","***","***","***","***"
"2015100000","2015","13117","Tokyo-to Kita-ku","","38","5078","39","856","12806","22","476","6871","15","10417","***","***","***","***","***"
"2015100000","2015","13118","Tokyo-to Arakawa-ku","","13","1195","24","495","8433","12","287","4329","4","2647","***","***","***","***","***"
"2015100000","2015","13119","Tokyo-to Itabashi-ku","","36","6420","53","1226","22623","29","717","12148","13","11382","***","***","***","***","***"
"2015100000","2015","13120","Tokyo-to Nerima-ku","","45","10019","67","1719","33351","40","957","16220","14","8952","***","***","***","***","***"
"2015100000","2015","13121","Tokyo-to Adachi-ku","","53","9578","69","1691","31322","39","935","14687","11","8209","***","***","***","***","***"
"2015100000","2015","13122","Tokyo-to Katsushika-ku","","29","5130","49","1121","20113","27","611","9552","8","5757","***","***","***","***","***"
"2015100000","2015","13123","Tokyo-to Edogawa-ku","","43","10169","73","1862","35334","34","929","16398","10","9941","***","***","***","***","***"
"2015100000","2015","13201","Tokyo-to Hachioji-shi","","31","6417","70","1633","28164","47","1060","16231","18","14599","***","***","***","***","***"
"2015100000","2015","13202","Tokyo-to Tachikawa-shi","","12","2482","20","485","8625","9","233","3834","4","4434","***","***","***","***","***"
"2015100000","2015","13203","Tokyo-to Musashino-shi","","12","1990","15","419","7035","11","261","4144","6","3972","***","***","***","***","***"
"2015100000","2015","13204","Tokyo-to Mitaka-shi","","17","3351","16","450","8481","9","261","3963","3","2692","***","***","***","***","***"
"2015100000","2015","13205","Tokyo-to Ome-shi","","6","549","17","400","6716","11","269","3675","2","1534","***","***","***","***","***"
"2015100000","2015","13206","Tokyo-to Fuchu-shi","","20","4335","24","712","13986","12","362","6297","6","5082","***","***","***","***","***"
"2015100000","2015","13207","Tokyo-to Akishima-shi","","7","1092","15","344","5676","7","179","2814","3","2069","***","***","***","***","***"
"2015100000","2015","13208","Tokyo-to Chofu-shi","","15","3058","22","608","11250","11","337","5739","6","4709","***","***","***","***","***"
"2015100000","2015","13209","Tokyo-to Machida-shi","","35","6570","44","1306","24125","24","767","13074","12","10185","***","***","***","***","***"
"2015100000","2015","13210","Tokyo-to Koganei-shi","","7","1143","10","278","5533","9","243","4118","6","4274","***","***","***","***","***"
"2015100000","2015","13211","Tokyo-to Kodaira-shi","","15","3727","21","553","9873","11","297","4863","6","6030","***","***","***","***","***"
"2015100000","2015","13212","Tokyo-to Hino-shi","","15","2373","17","489","9216","8","248","4305","3","2858","***","***","***","***","***"
"2015100000","2015","13213","Tokyo-to Higashimurayama-shi","","11","2257","15","384","7550","11","265","4219","5","3020","***","***","***","***","***"
"2015100000","2015","13214","Tokyo-to Kokubunji-shi","","5","873","11","309","5924","6","168","2991","2","2165","***","***","***","***","***"
"2015100000","2015","13215","Tokyo-to Kunitachi-shi","","10","941","11","273","4547","5","136","2391","4","3125","***","***","***","***","***"
"2015100000","2015","13218","Tokyo-to Fussa-shi","","4","468","7","162","2442","3","84","1228","2","1525","***","***","***","***","***"
"2015100000","2015","13219","Tokyo-to Komae-shi","","4","991","6","182","3244","4","92","1331","1","1044","***","***","***","***","***"
"2015100000","2015","13220","Tokyo-to Higashiyamato-shi","","3","764","10","249","4502","5","130","2109","2","1750","***","***","***","***","***"
"2015100000","2015","13221","Tokyo-to Kiyose-shi","","7","1526","10","230","4055","6","128","1940","2","1014","***","***","***","***","***"
"2015100000","2015","13222","Tokyo-to Higashikurume-shi","","8","1664","14","338","5740","9","201","2918","3","1871","***","***","***","***","***"
"2015100000","2015","13223","Tokyo-to Musashimurayama-shi","","4","938","9","250","4612","5","132","2147","3","2832","***","***","***","***","***"
"2015100000","2015","13224","Tokyo-to Tama-shi","","8","2244","19","450","7235","11","248","3797","3","1753","***","***","***","***","***"
"2015100000","2015","13225","Tokyo-to Inagi-shi","","7","2088","12","289","5390","7","158","2314","2","1069","***","***","***","***","***"
"2015100000","2015","13227","Tokyo-to Hamura-shi","","7","1022","7","174","2980","3","93","1497","1","872","***","***","***","***","***"
"2015100000","2015","13228","Tokyo-to Akiruno-shi","","6","971","11","268","4641","7","169","2486","3","2495","***","***","***","***","***"
"2015100000","2015","13229","Tokyo-to Nishitokyo-shi","","13","3078","18","488","9328","11","270","4316","5","3137","***","***","***","***","***"
"2015100000","2015","13303","Tokyo-to Mizuho-machi","","3","395","5","105","1729","2","58","944","1","613","***","***","***","***","***"
"2015100000","2015","13305","Tokyo-to Hinode-machi","","1","112","3","69","947","2","42","371","0","0","***","***","***","***","***"
"2015100000","2015","13307","Tokyo-to Hinohara-mura","","0","0","1","14","52","1","14","42","0","0","***","***","***","***","***"
"2015100000","2015","13308","Tokyo-to Okutama-machi","","0","0","2","28","141","1","18","89","0","0","***","***","***","***","***"
"2015100000","2015","13361","Tokyo-to Oshima-machi","","0","0","3","49","351","3","49","194","2","373","***","***","***","***","***"
"2015100000","2015","13362","Tokyo-to Toshima-mura","","0","0","1","10","25","1","12","3","0","0","***","***","***","***","***"
"2015100000","2015","13363","Tokyo-to Niijima-mura","","0","0","2","26","125","2","32","66","1","53","***","***","***","***","***"
"2015100000","2015","13364","Tokyo-to Kouzushima-mura","","0","0","1","16","120","1","15","53","1","33","***","***","***","***","***"
"2015100000","2015","13381","Tokyo-to Miyake-mura","","0","0","1","16","80","1","15","31","1","30","***","***","***","***","***"
"2015100000","2015","13382","Tokyo-to Mikurajima-mura","","0","0","1","9","15","1","11","7","0","0","***","***","***","***","***"
"2015100000","2015","13401","Tokyo-to Hachijo-machi","","0","0","3","45","374","3","46","178","1","165","***","***","***","***","***"
"2015100000","2015","13402","Tokyo-to Aogashima-mura","","0","0","1","8","9","1","12","6","0","0","***","***","***","***","***"
"2015100000","2015","13421","Tokyo-to Ogasawara-mura","","0","0","2","22","163","2","27","64","1","46","***","***","***","***","***"
"2015100000","2015","14100","Kanagawa-ken Yokohama-shi","","266","51258","354","10027","188293","179","5720","95405","92","83272","***","***","***","***","***"
"2015100000","2015","14101","Kanagawa-ken Yokohama-shi Tsurumi-ku","","17","3284","23","753","14159","12","393","6394","9","6743","***","***","***","***","***"
"2015100000","2015","14102","Kanagawa-ken Yokohama-shi Kanagawa-ku","","13","2153","21","551","10391","11","348","6044","8","7539","***","***","***","***","***"
"2015100000","2015","14103","Kanagawa-ken Yokohama-shi Nishi-ku","","7","1187","8","215","3497","4","97","1201","1","832","***","***","***","***","***"
"2015100000","2015","14104","Kanagawa-ken Yokohama-shi Naka-ku","","13","1577","11","313","5905","10","265","4861","8","5101","***","***","***","***","***"
"2015100000","2015","14105","Kanagawa-ken Yokohama-shi Minami-ku","","13","2043","19","475","8877","11","352","5566","6","4711","***","***","***","***","***"
"2015100000","2015","14106","Kanagawa-ken Yokohama-shi Hodogaya-ku","","15","3099","21","521","9315","10","279","4606","5","4708","***","***","***","***","***"
"2015100000","2015","14107","Kanagawa-ken Yokohama-shi Isogo-ku","","12","2045","16","412","7473","8","202","3233","4","3858","***","***","***","***","***"
