"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","A1101","A110101","A110102","A1102","A110201","A110202","A1231","A161001","A1700","A5101","A5102","A5103","A5104","A6101","A6102","A6103","A6104","A6105","A6106","A6107","A7101","A9101","A9201"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","A110101_Total population (Male)[person]","A110102_Total population (Female)[person]","A1102_Japanese population (Both sexes)[person]","A110201_Japanese population (Male)[person]","A110202_Japanese population (Female)[person]","A1231_Median age[age]","A161001_Ratio of never married persons (population 15 years old and over)[%]","A1700_Foreigners (Total)[person]","A5101_Number of in-migrants from other municipalities[person]","A5102_Number of out-migrants to other municipalities[person]","A5103_Number of in-migrants from other prefectures (All nationalities)[person]","A5104_Number of out-migrants to other prefectures (All nationalities)[person]","A6101_Population not working or going to school[person]","A6102_Population working or schooling in the same shi, ku, machi or mura[person]","A6103_Outflow population (Population working or schooling in other shi, ku, machi or mura of the same prefecture)[person]","A6104_Outflow population (Population working or schooling in other prefecture)[person]","A6105_Inflow population (Population living in another shi, ku, machi or mura of the same prefecture)[person]","A6106_Inflow population (Population living in another prefecture)[person]","A6107_Daytime population[person]","A7101_Number of households (Total)[households]","A9101_Marriages[pairs]","A9201_Divorces[pairs]"
"2015100000","2015","11105","Saitama-ken Saitama-shi Chuo-ku","","98,762","49,204","49,558","97,087","48,347","48,740","43.2","29.73239","1,149","6,562","6,073","***","***","32,066","19,333","16,387","18,569","26,812","6,744","97,362","42,872","574","156"
"2015100000","2015","11106","Saitama-ken Saitama-shi Sakura-ku","","97,910","49,891","48,019","95,142","48,629","46,513","43.2","33.13855","1,759","4,913","5,130","***","***","30,263","21,124","16,813","14,329","13,985","3,123","83,876","43,331","501","186"
"2015100000","2015","11107","Saitama-ken Saitama-shi Urawa-ku","","154,416","74,970","79,446","150,147","72,859","77,288","44.0","29.58466","1,587","10,397","8,050","***","***","50,353","30,537","20,840","35,481","48,242","8,072","154,409","67,136","864","201"
"2015100000","2015","11108","Saitama-ken Saitama-shi Minami-ku","","180,152","90,744","89,408","175,409","88,268","87,141","42.6","31.00560","2,532","10,987","10,128","***","***","54,585","31,401","29,024","40,179","20,744","4,024","135,717","77,895","1,172","285"
"2015100000","2015","11109","Saitama-ken Saitama-shi Midori-ku","","116,522","57,354","59,168","114,423","56,359","58,064","43.7","27.11008","762","6,428","5,241","***","***","39,283","24,593","21,118","19,022","15,396","1,796","93,574","44,475","528","216"
"2015100000","2015","11110","Saitama-ken Saitama-shi Iwatsuki-ku","","109,801","54,907","54,894","107,590","53,743","53,847","48.0","27.35018","1,165","3,846","3,469","***","***","38,887","29,956","18,302","9,131","26,502","3,601","112,471","42,942","455","173"
"2015100000","2015","11201","Saitama-ken Kawagoe-shi","","350,745","175,559","175,186","342,390","171,419","170,971","45.0","29.37079","4,375","12,350","11,802","***","***","118,781","101,345","52,681","36,450","67,015","10,034","338,663","145,715","1,729","561"
"2015100000","2015","11202","Saitama-ken Kumagaya-shi","","198,742","99,169","99,573","195,907","97,841","98,066","47.3","28.01015","2,247","6,878","7,252","***","***","72,138","68,477","31,740","14,351","35,431","6,496","194,578","77,004","906","337"
"2015100000","2015","11203","Saitama-ken Kawaguchi-shi","","578,112","292,067","286,045","554,619","280,594","274,025","44.0","30.28798","20,527","22,126","21,423","***","***","185,191","158,146","50,206","114,953","44,908","15,917","473,778","245,830","3,251","1,225"
"2015100000","2015","11206","Saitama-ken Gyoda-shi","","82,113","40,635","41,478","80,945","40,134","40,811","48.8","27.28360","977","2,012","2,392","***","***","29,996","25,036","18,770","5,074","13,875","1,612","73,756","31,015","322","162"
"2015100000","2015","11207","Saitama-ken Chichibu-shi","","63,555","30,902","32,653","63,070","30,744","32,326","51.5","24.28317","432","1,126","1,476","***","***","25,634","27,248","8,187","1,246","6,630","285","61,037","24,038","257","120"
"2015100000","2015","11208","Saitama-ken Tokorozawa-shi","","340,386","168,205","172,181","332,308","164,235","168,073","46.2","28.96958","2,809","13,255","13,191","***","***","114,976","86,890","29,037","68,151","31,930","18,069","293,197","145,834","1,628","537"
"2015100000","2015","11209","Saitama-ken Hanno-shi","","80,715","40,564","40,151","79,756","40,016","39,740","49.8","28.77217","588","2,519","2,494","***","***","30,498","23,093","13,855","10,029","12,219","3,001","72,051","31,749","293","130"
"2015100000","2015","11210","Saitama-ken Kazo-shi","","112,229","55,828","56,401","111,116","55,348","55,768","48.3","27.44603","1,039","3,033","3,279","***","***","39,198","36,927","22,564","9,840","19,420","4,631","103,876","41,034","423","183"
"2015100000","2015","11211","Saitama-ken Honjo-shi","","77,881","38,622","39,259","75,966","37,716","38,250","48.2","27.79804","1,477","2,434","2,599","***","***","27,731","25,971","11,941","6,620","15,127","5,618","80,065","31,004","350","148"
"2015100000","2015","11212","Saitama-ken Higashimatsuyama-shi","","91,437","46,131","45,306","89,358","45,106","44,252","46.6","29.70230","1,428","3,126","2,888","***","***","32,219","26,876","20,000","6,158","24,103","2,349","91,731","37,224","350","121"
"2015100000","2015","11214","Saitama-ken Kasukabe-shi","","232,709","114,813","117,896","228,702","113,053","115,649","47.7","27.77437","2,400","7,215","7,474","***","***","85,498","60,460","39,418","32,450","25,446","6,507","192,794","94,463","984","448"
"2015100000","2015","11215","Saitama-ken Sayama-shi","","152,405","76,580","75,825","150,072","75,409","74,663","48.1","28.02531","1,651","5,303","5,525","***","***","56,658","40,720","23,615","18,327","28,795","5,359","144,617","62,028","674","255"
"2015100000","2015","11216","Saitama-ken Hanyu-shi","","54,874","27,069","27,805","53,652","26,596","27,056","48.6","28.35796","672","1,531","1,615","***","***","19,923","17,777","10,727","3,759","10,482","2,379","53,249","20,366","240","105"
"2015100000","2015","11217","Saitama-ken Konosu-shi","","118,072","58,346","59,726","116,729","57,720","59,009","47.6","27.15304","1,146","3,759","3,659","***","***","43,708","29,566","27,532","11,590","14,547","895","94,392","45,043","447","169"
"2015100000","2015","11218","Saitama-ken Fukaya-shi","","143,811","71,594","72,217","141,357","70,468","70,889","46.9","27.09147","2,111","3,718","4,007","***","***","50,329","51,396","25,646","8,089","21,707","3,526","135,309","53,384","589","234"
"2015100000","2015","11219","Saitama-ken Ageo-shi","","225,196","112,157","113,039","221,569","110,361","111,208","45.8","27.73398","2,081","8,107","8,167","***","***","78,960","57,710","46,233","27,015","31,479","2,781","186,208","91,399","1,018","389"
"2015100000","2015","11221","Saitama-ken Soka-shi","","247,034","125,225","121,809","242,138","122,904","119,234","45.0","29.56911","4,204","9,930","9,674","***","***","76,054","58,460","25,205","51,423","26,110","11,035","207,551","105,827","1,175","491"
"2015100000","2015","11222","Saitama-ken Koshigaya-shi","","337,498","167,023","170,475","331,637","164,562","167,075","44.5","28.76903","4,152","13,527","11,346","***","***","114,137","88,832","40,262","57,029","42,260","12,248","294,715","136,460","1,730","584"
"2015100000","2015","11223","Saitama-ken Warabi-shi","","72,260","36,737","35,523","68,268","34,740","33,528","44.4","34.08174","3,738","4,404","4,038","***","***","23,159","11,914","11,185","16,007","12,588","2,470","60,126","34,174","469","123"
"2015100000","2015","11224","Saitama-ken Toda-shi","","136,150","69,674","66,476","131,241","67,380","63,861","40.8","30.99251","3,843","7,996","6,972","***","***","38,472","32,299","14,073","31,285","26,039","7,495","124,326","59,432","898","284"
"2015100000","2015","11225","Saitama-ken Iruma-shi","","148,390","73,408","74,982","146,798","72,689","74,109","46.7","27.97530","1,337","4,648","4,941","***","***","52,988","40,790","23,366","22,247","18,412","7,124","128,313","59,004","610","237"
"2015100000","2015","11227","Saitama-ken Asaka-shi","","136,299","69,971","66,328","132,585","67,689","64,896","42.0","31.09890","2,419","8,365","7,474","***","***","39,329","27,558","16,551","31,633","18,246","6,156","112,517","59,515","831","237"
"2015100000","2015","11228","Saitama-ken Shiki-shi","","72,676","35,998","36,678","70,938","35,225","35,713","44.4","28.50431","1,024","3,905","3,515","***","***","24,522","12,984","11,703","15,035","9,519","2,028","57,485","30,607","381","142"
"2015100000","2015","11229","Saitama-ken Wako-shi","","80,826","41,763","39,063","79,155","40,924","38,231","39.9","34.24196","1,663","6,876","6,703","***","***","22,663","15,560","5,378","23,974","11,645","7,450","70,569","36,898","650","166"
"2015100000","2015","11230","Saitama-ken Niiza-shi","","162,122","80,627","81,495","159,326","79,447","79,879","44.8","28.28831","2,154","7,257","6,600","***","***","53,744","36,113","17,146","37,588","20,176","11,431","138,995","67,250","746","306"
"2015100000","2015","11231","Saitama-ken Okegawa-shi","","73,936","36,567","37,369","73,425","36,312","37,113","47.2","26.78546","472","2,648","2,701","***","***","27,859","16,841","17,830","8,297","13,753","805","62,367","28,685","305","115"
"2015100000","2015","11232","Saitama-ken Kuki-shi","","152,311","75,993","76,318","150,491","75,150","75,341","47.9","27.52923","1,753","4,952","4,844","***","***","54,899","41,106","28,692","18,484","27,247","5,430","137,812","59,082","632","222"
"2015100000","2015","11233","Saitama-ken Kitamoto-shi","","67,409","33,320","34,089","66,869","33,084","33,785","48.5","26.99897","365","2,085","2,379","***","***","24,871","15,186","16,700","7,069","9,826","503","53,969","26,845","223","97"
"2015100000","2015","11234","Saitama-ken Yashio-shi","","86,717","44,812","41,905","83,905","43,552","40,353","43.5","30.17275","2,321","3,955","3,773","***","***","27,023","24,242","7,977","16,210","13,490","7,412","83,432","35,763","529","218"
"2015100000","2015","11235","Saitama-ken Fujimi-shi","","108,102","53,312","54,790","104,760","51,718","53,042","44.6","29.61607","1,215","5,631","4,942","***","***","35,055","20,379","20,474","19,064","10,182","1,240","79,986","47,169","541","214"
"2015100000","2015","11237","Saitama-ken Misato-shi","","136,521","68,950","67,571","133,581","67,564","66,017","45.2","28.14067","2,912","5,643","5,114","***","***","47,139","37,144","11,820","27,549","12,906","10,677","120,735","55,288","728","292"
"2015100000","2015","11238","Saitama-ken Hasuda-shi","","62,380","30,975","31,405","61,844","30,735","31,109","48.0","27.20153","409","2,075","2,296","***","***","24,917","13,334","13,697","7,919","10,074","865","51,703","24,543","262","87"
"2015100000","2015","11239","Saitama-ken Sakado-shi","","101,679","51,307","50,372","99,412","50,141","49,271","45.4","29.40698","1,585","3,851","3,758","***","***","36,849","25,258","24,729","8,089","21,684","3,415","93,960","42,883","371","173"
"2015100000","2015","11240","Saitama-ken Satte-shi","","52,524","26,133","26,391","51,707","25,778","25,929","50.7","27.49496","735","1,484","1,681","***","***","20,685","12,259","10,522","6,544","7,715","2,160","45,333","20,568","190","94"
"2015100000","2015","11241","Saitama-ken Tsurugashima-shi","","70,255","34,976","35,279","69,317","34,543","34,774","45.3","28.81114","743","2,990","3,129","***","***","24,259","15,042","19,381","6,960","11,972","829","56,715","28,658","308","108"
"2015100000","2015","11242","Saitama-ken Hidaka-shi","","56,520","28,069","28,451","55,791","27,743","28,048","47.9","25.79264","655","1,696","1,799","***","***","22,120","15,364","12,949","4,025","13,133","1,232","53,911","22,145","198","103"
"2015100000","2015","11243","Saitama-ken Yoshikawa-shi","","69,738","34,955","34,783","68,701","34,485","34,216","42.7","27.33741","1,026","3,351","2,405","***","***","21,904","17,431","13,302","10,924","7,781","2,564","55,857","25,716","353","138"
"2015100000","2015","11245","Saitama-ken Fujimino-shi","","110,970","54,910","56,060","109,199","54,110","55,089","44.6","28.13906","1,711","5,414","4,638","***","***","38,124","22,600","20,009","17,002","15,179","2,275","91,413","45,806","470","167"
"2015100000","2015","11246","Saitama-ken Shiraoka-shi","","51,535","25,540","25,995","51,041","25,312","25,729","46.4","27.03709","264","2,176","1,780","***","***","19,120","10,737","12,795","7,293","7,645","727","39,819","19,183","231","94"
"2015100000","2015","11301","Saitama-ken Ina-machi","","44,442","22,354","22,088","44,021","22,149","21,872","42.5","26.06218","236","1,817","1,580","***","***","15,084","11,062","11,530","3,548","13,550","1,021","43,935","16,701","186","70"
"2015100000","2015","11324","Saitama-ken Miyoshi-machi","","38,456","19,009","19,447","37,968","18,786","19,182","46.8","26.67384","412","1,269","1,258","***","***","13,247","8,999","6,383","5,225","16,010","2,202","45,060","14,328","146","52"
"2015100000","2015","11326","Saitama-ken Moroyama-machi","","37,275","18,659","18,616","36,880","18,498","18,382","48.3","35.01651","342","1,129","1,260","***","***","14,743","9,634","9,204","1,803","7,488","848","34,604","15,566","103","78"
"2015100000","2015","11327","Saitama-ken Ogose-machi","","11,716","5,813","5,903","11,622","5,774","5,848","52.8","27.43009","80","289","385","***","***","4,313","2,663","3,799","547","2,929","74","10,373","4,527","28","17"
"2015100000","2015","11341","Saitama-ken Namegawa-machi","","18,212","9,344","8,868","17,846","9,122","8,724","43.2","27.11651","312","864","683","***","***","6,468","4,374","5,585","1,229","6,414","206","18,018","6,785","88","33"
"2015100000","2015","11342","Saitama-ken Ranzan-machi","","18,341","9,209","9,132","18,071","9,071","9,000","50.1","29.11150","239","571","630","***","***","7,034","4,473","5,196","1,018","6,481","186","18,794","6,968","60","22"
"2015100000","2015","11343","Saitama-ken Ogawa-machi","","31,178","15,487","15,691","30,979","15,405","15,574","55.1","26.43935","199","673","987","***","***","12,284","7,774","8,704","1,850","4,816","166","25,606","12,007","90","40"
"2015100000","2015","11346","Saitama-ken Kawajima-machi","","20,788","10,532","10,256","20,592","10,448","10,144","51.6","26.36611","196","562","663","***","***","7,067","5,473","5,593","952","6,880","301","21,424","7,238","73","29"
"2015100000","2015","11347","Saitama-ken Yoshimi-machi","","19,631","9,807","9,824","19,501","9,747","9,754","51.5","27.88685","117","441","646","***","***","6,701","4,773","6,574","1,047","4,873","347","17,230","6,834","58","30"
"2015100000","2015","11348","Saitama-ken Hatoyama-machi","","14,338","7,002","7,336","14,264","6,977","7,287","59.2","24.08576","73","414","402","***","***","6,444","2,641","3,947","1,055","3,736","630","13,702","5,309","28","19"
"2015100000","2015","11349","Saitama-ken Tokigawa-machi","","11,492","5,756","5,736","11,378","5,686","5,692","55.5","26.18001","114","267","374","***","***","4,384","3,057","3,611","386","2,752","69","10,316","4,199","34","18"
"2015100000","2015","11361","Saitama-ken Yokoze-machi","","8,519","4,205","4,314","8,469","4,192","4,277","51.5","23.84337","44","225","276","***","***","3,405","2,365","2,437","214","1,155","21","7,044","3,074","21","11"
"2015100000","2015","11362","Saitama-ken Minano-machi","","10,133","4,958","5,175","10,100","4,951","5,149","54.8","23.44482","31","234","287","***","***","4,280","2,771","2,858","149","2,106","42","9,274","3,662","18","11"
"2015100000","2015","11363","Saitama-ken Nagatoro-machi","","7,324","3,559","3,765","7,308","3,554","3,754","54.8","23.60325","16","143","173","***","***","2,893","2,009","2,217","141","1,315","20","6,301","2,648","16","12"
"2015100000","2015","11365","Saitama-ken Ogano-machi","","12,117","5,938","6,179","12,026","5,910","6,116","55.4","22.60740","91","166","306","***","***","4,745","4,739","2,454","107","1,758","21","11,335","4,363","36","14"
"2015100000","2015","11369","Saitama-ken Higashichichibu-mura","","2,915","1,474","1,441","2,905","1,470","1,435","58.2","25.63528","9","40","85","***","***","1,209","652","899","66","361","6","2,317","1,028","14","2"
"2015100000","2015","11381","Saitama-ken Misato-machi","","11,207","5,593","5,614","11,139","5,566","5,573","51.2","27.44045","68","298","305","***","***","4,117","3,079","3,007","585","3,642","494","11,751","3,612","48","7"
"2015100000","2015","11383","Saitama-ken Kamikawa-machi","","13,730","6,968","6,762","13,435","6,802","6,633","49.9","27.59199","188","492","478","***","***","4,795","3,745","3,079","1,507","2,295","1,132","12,571","5,033","65","22"
"2015100000","2015","11385","Saitama-ken Kamisato-machi","","30,565","15,090","15,475","29,698","14,664","15,034","45.4","27.34342","854","980","1,015","***","***","10,384","8,370","7,087","3,363","4,047","1,720","25,882","11,225","115","42"
"2015100000","2015","11408","Saitama-ken Yorii-machi","","34,081","16,929","17,152","33,796","16,807","16,989","50.9","27.05405","279","953","1,114","***","***","12,801","9,601","9,069","1,252","8,626","446","32,832","12,934","144","68"
"2015100000","2015","11442","Saitama-ken Miyashiro-machi","","33,705","17,138","16,567","33,298","16,938","16,360","48.7","28.93122","292","1,465","1,177","***","***","13,167","6,347","8,354","4,110","4,561","1,879","27,681","13,728","132","51"
"2015100000","2015","11464","Saitama-ken Sugito-machi","","45,495","22,798","22,697","45,084","22,611","22,473","48.4","26.84420","350","1,535","1,581","***","***","17,166","10,285","10,274","5,315","9,296","1,305","40,507","17,348","165","90"
