"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","B1102","B1103","B1104","B1105","B1106","B1107"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","B1102_Total land area (Incl. the northern territories and Takeshima)[ha]","B1103_Inhabitable area[ha]","B1104_Main lakes and marshes area[ha]","B1105_Woodland area[ha]","B1106_Forest area[ha]","B1107_Area of grass fields other than forest[ha]"
"2014100000","2014","08443","Ibaraki-ken Ami-machi","","7140","5378","650","1072","1071","1"
"2014100000","2014","08447","Ibaraki-ken Kawachi-machi","","4430","4430","0","0","0","0"
"2014100000","2014","08521","Ibaraki-ken Yachiyo-machi","","5899","5689","0","210","210","0"
"2014100000","2014","08542","Ibaraki-ken Goka-machi","","2311","2289","0","22","22","0"
"2014100000","2014","08546","Ibaraki-ken Sakai-machi","","4659","4428","0","230","230","0"
"2014100000","2014","08564","Ibaraki-ken Tone-machi","","2490","2432","0","58","58","0"
"2014100000","2014","09201","Tochigi-ken Utsunomiya-shi","","41685","33168","0","8141","8141","0"
"2014100000","2014","09202","Tochigi-ken Ashikaga-shi","","17776","9837","0","7942","7942","0"
"2014100000","2014","09203","Tochigi-ken Tochigi-shi","","33150","24922","0","8388","8388","0"
"2014100000","2014","09204","Tochigi-ken Sano-shi","","35604","13754","0","21828","21824","4"
"2014100000","2014","09205","Tochigi-ken Kanuma-shi","","49064","15437","0","33670","33669","1"
"2014100000","2014","09206","Tochigi-ken Nikko-shi","","144983","23171","1190","121385","121122","263"
"2014100000","2014","09208","Tochigi-ken Oyama-shi","","17176","16608","0","553","553","0"
"2014100000","2014","09209","Tochigi-ken Moka-shi","","16734","15221","0","1467","1465","2"
"2014100000","2014","09210","Tochigi-ken Ohtawara-shi","","35436","20062","0","15160","15160","0"
"2014100000","2014","09211","Tochigi-ken Yaita-shi","","17046","7281","0","9750","9657","93"
"2014100000","2014","09213","Tochigi-ken Nasushiobara-shi","","59274","21840","0","37338","37299","39"
"2014100000","2014","09214","Tochigi-ken Sakura-shi","","12563","10023","0","2525","2520","5"
"2014100000","2014","09215","Tochigi-ken Nasukarasuyama-shi","","17435","9284","0","8151","8151","0"
"2014100000","2014","09216","Tochigi-ken Shimotsuke-shi","","7459","7150","0","306","306","0"
"2014100000","2014","09301","Tochigi-ken Kaminokawa-machi","","5439","5291","0","147","147","0"
"2014100000","2014","09342","Tochigi-ken Mashiko-machi","","8940","5016","0","3902","3902","0"
"2014100000","2014","09343","Tochigi-ken Motegi-machi","","17269","6158","0","11084","11084","0"
"2014100000","2014","09344","Tochigi-ken Ichikai-machi","","6425","3814","0","2611","2611","0"
"2014100000","2014","09345","Tochigi-ken Haga-machi","","7016","6249","0","797","797","0"
"2014100000","2014","09361","Tochigi-ken Mibu-machi","","6106","5696","0","409","409","0"
"2014100000","2014","09364","Tochigi-ken Nogi-machi","","3026","2808","0","211","211","0"
"2014100000","2014","09384","Tochigi-ken Shioya-machi","","17606","6233","0","11237","11203","34"
"2014100000","2014","09386","Tochigi-ken Takanezawa-machi","","7087","6597","0","466","466","0"
"2014100000","2014","09407","Tochigi-ken Nasu-machi","","37234","15635","0","21572","21505","67"
"2014100000","2014","09411","Tochigi-ken Nakagawa-machi","","19278","6866","0","12303","12255","48"
"2014100000","2014","10201","Gumma-ken Maebashi-shi","","31159","23632","0","7466","7336","130"
"2014100000","2014","10202","Gumma-ken Takasaki-shi","","45916","24604","124","21364","20996","368"
"2014100000","2014","10203","Gumma-ken Kiryu-shi","","27445","7792","0","19635","19618","17"
"2014100000","2014","10204","Gumma-ken Isesaki-shi","","13944","13919","0","25","25","0"
"2014100000","2014","10205","Gumma-ken Ota-shi","","17554","16595","0","956","956","0"
"2014100000","2014","10206","Gumma-ken Numata-shi","","44346","10315","0","34027","33822","205"
"2014100000","2014","10207","Gumma-ken Tatebayashi-shi","","6097","6053","0","44","44","0"
"2014100000","2014","10208","Gumma-ken Shibukawa-shi","","24027","11493","0","12533","12533","0"
"2014100000","2014","10209","Gumma-ken Fujioka-shi","","18029","7642","0","10483","10483","0"
"2014100000","2014","10210","Gumma-ken Tomioka-shi","","12285","7648","0","4638","4636","2"
"2014100000","2014","10211","Gumma-ken Annaka-shi","","27631","11135","0","16542","16541","1"
"2014100000","2014","10212","Gumma-ken Midori-shi","","20842","4228","0","16658","16658","0"
"2014100000","2014","10344","Gumma-ken Shinto-mura","","2792","1602","0","1247","929","318"
"2014100000","2014","10345","Gumma-ken Yoshioka-machi","","2046","1695","0","359","349","10"
"2014100000","2014","10366","Gumma-ken Ueno-mura","","18185","1161","0","17020","17020","0"
"2014100000","2014","10367","Gumma-ken Kanna-machi","","11460","1486","0","10096","10096","0"
"2014100000","2014","10382","Gumma-ken Shimonita-machi","","18838","2754","0","16861","16596","265"
"2014100000","2014","10383","Gumma-ken Nammoku-mura","","11883","1493","0","10533","10533","0"
"2014100000","2014","10384","Gumma-ken Kanra-machi","","5861","2850","0","3189","3189","0"
"2014100000","2014","10421","Gumma-ken Nakanojo-machi","","43928","7245","0","36648","36129","519"
"2014100000","2014","10424","Gumma-ken Naganohara-machi","","13385","3813","0","9557","9532","25"
"2014100000","2014","10425","Gumma-ken Tsumagoi-mura","","33758","9702","0","24149","24095","54"
"2014100000","2014","10426","Gumma-ken Kusatsu-machi","","4975","1959","0","3032","2963","69"
"2014100000","2014","10428","Gumma-ken Takayama-mura","","6418","1550","0","4887","4887","0"
"2014100000","2014","10429","Gumma-ken Higashiagatsuma-machi","","25391","6036","0","19183","19182","1"
"2014100000","2014","10443","Gumma-ken Katashina-mura","","39176","3780","104","35933","35891","42"
"2014100000","2014","10444","Gumma-ken Kawaba-mura","","8525","1448","0","7076","7076","0"
"2014100000","2014","10448","Gumma-ken Showa-mura","","6414","3822","0","2436","2436","0"
"2014100000","2014","10449","Gumma-ken Minakami-machi","","78108","16942","0","61390","61189","201"
"2014100000","2014","10464","Gumma-ken Tamamura-machi","","2578","2559","0","19","19","0"
"2014100000","2014","10521","Gumma-ken Itakura-machi","","4186","4181","0","4","4","0"
"2014100000","2014","10522","Gumma-ken Meiwa-machi","","1964","1961","0","3","3","0"
"2014100000","2014","10523","Gumma-ken Chiyoda-machi","","2173","2142","0","29","29","0"
"2014100000","2014","10524","Gumma-ken Oizumi-machi","","1803","1801","0","2","2","0"
"2014100000","2014","10525","Gumma-ken Ora-machi","","3111","3068","0","40","40","0"
"2014100000","2014","11100","Saitama-ken Saitama-shi","","21743","21278","0","461","461","0"
"2014100000","2014","11101","Saitama-ken Saitama-shi Nishi-ku","","2912","2859","0","53","53","0"
"2014100000","2014","11102","Saitama-ken Saitama-shi Kita-ku","","1686","1685","0","1","1","0"
"2014100000","2014","11103","Saitama-ken Saitama-shi Omiya-ku","","1280","1276","0","4","4","0"
"2014100000","2014","11104","Saitama-ken Saitama-shi Minuma-ku","","3069","2970","0","99","99","0"
"2014100000","2014","11105","Saitama-ken Saitama-shi Chuo-ku","","839","839","0","0","0","0"
"2014100000","2014","11106","Saitama-ken Saitama-shi Sakura-ku","","1864","1831","0","33","33","0"
"2014100000","2014","11107","Saitama-ken Saitama-shi Urawa-ku","","1151","1145","0","6","6","0"
"2014100000","2014","11108","Saitama-ken Saitama-shi Minami-ku","","1382","1379","0","3","3","0"
"2014100000","2014","11109","Saitama-ken Saitama-shi Midori-ku","","2644","2488","0","153","153","0"
"2014100000","2014","11110","Saitama-ken Saitama-shi Iwatsuki-ku","","4917","4807","0","109","109","0"
"2014100000","2014","11201","Saitama-ken Kawagoe-shi","","10913","10520","0","311","311","0"
"2014100000","2014","11202","Saitama-ken Kumagaya-shi","","15982","15474","0","496","496","0"
"2014100000","2014","11203","Saitama-ken Kawaguchi-shi","","6195","6131","0","61","61","0"
"2014100000","2014","11206","Saitama-ken Gyoda-shi","","6749","6743","0","16","16","0"
"2014100000","2014","11207","Saitama-ken Chichibu-shi","","57783","7192","0","50064","50058","6"
"2014100000","2014","11208","Saitama-ken Tokorozawa-shi","","7211","6463","0","660","660","0"
"2014100000","2014","11209","Saitama-ken Hanno-shi","","19305","4603","0","14605","14605","0"
"2014100000","2014","11210","Saitama-ken Kazo-shi","","13330","13315","0","15","15","0"
"2014100000","2014","11211","Saitama-ken Honjo-shi","","8969","6512","0","2457","2457","0"
"2014100000","2014","11212","Saitama-ken Higashimatsuyama-shi","","6535","6066","0","466","466","0"
"2014100000","2014","11214","Saitama-ken Kasukabe-shi","","6600","6538","0","58","58","0"
"2014100000","2014","11215","Saitama-ken Sayama-shi","","4899","4392","0","486","486","0"
"2014100000","2014","11216","Saitama-ken Hanyu-shi","","5864","5851","0","13","13","0"
"2014100000","2014","11217","Saitama-ken Konosu-shi","","6744","6716","0","24","24","0"
"2014100000","2014","11218","Saitama-ken Fukaya-shi","","13837","13433","0","404","404","0"
"2014100000","2014","11219","Saitama-ken Ageo-shi","","4551","4336","0","207","207","0"
"2014100000","2014","11221","Saitama-ken Soka-shi","","2746","2746","0","0","0","0"
"2014100000","2014","11222","Saitama-ken Koshigaya-shi","","6024","6015","0","13","13","0"
"2014100000","2014","11223","Saitama-ken Warabi-shi","","511","511","0","0","0","0"
"2014100000","2014","11224","Saitama-ken Toda-shi","","1819","1819","0","0","0","0"
"2014100000","2014","11225","Saitama-ken Iruma-shi","","4469","3749","0","706","706","0"
"2014100000","2014","11227","Saitama-ken Asaka-shi","","1834","1817","0","17","17","0"
"2014100000","2014","11228","Saitama-ken Shiki-shi","","905","905","0","0","0","0"
"2014100000","2014","11229","Saitama-ken Wako-shi","","1104","1100","0","4","4","0"
"2014100000","2014","11230","Saitama-ken Niiza-shi","","2278","2138","0","129","129","0"
"2014100000","2014","11231","Saitama-ken Okegawa-shi","","2535","2451","0","84","84","0"
"2014100000","2014","11232","Saitama-ken Kuki-shi","","8241","8218","0","23","23","0"
"2014100000","2014","11233","Saitama-ken Kitamoto-shi","","1982","1905","0","77","77","0"
"2014100000","2014","11234","Saitama-ken Yashio-shi","","1802","1802","0","0","0","0"
"2014100000","2014","11235","Saitama-ken Fujimi-shi","","1977","1969","0","8","8","0"
"2014100000","2014","11237","Saitama-ken Misato-shi","","3013","3013","0","0","0","0"
"2014100000","2014","11238","Saitama-ken Hasuda-shi","","2728","2600","0","125","125","0"
"2014100000","2014","11239","Saitama-ken Sakado-shi","","4102","4005","0","97","97","0"
"2014100000","2014","11240","Saitama-ken Satte-shi","","3393","3392","0","1","1","0"
"2014100000","2014","11241","Saitama-ken Tsurugashima-shi","","1765","1675","0","90","90","0"
"2014100000","2014","11242","Saitama-ken Hidaka-shi","","4748","3508","0","1191","1191","0"
"2014100000","2014","11243","Saitama-ken Yoshikawa-shi","","3166","3164","0","2","2","0"
"2014100000","2014","11245","Saitama-ken Fujimino-shi","","1464","1432","0","31","31","0"
"2014100000","2014","11246","Saitama-ken Shiraoka-shi","","2492","2456","0","36","36","0"
"2014100000","2014","11301","Saitama-ken Ina-machi","","1479","1404","0","75","75","0"
"2014100000","2014","11324","Saitama-ken Miyoshi-machi","","1533","1334","0","143","143","0"
"2014100000","2014","11326","Saitama-ken Moroyama-machi","","3407","1935","0","1459","1459","0"
"2014100000","2014","11327","Saitama-ken Ogose-machi","","4039","1273","0","2746","2746","0"
"2014100000","2014","11341","Saitama-ken Namegawa-machi","","2968","2247","0","777","777","0"
"2014100000","2014","11342","Saitama-ken Ranzan-machi","","2992","2046","0","945","945","0"
"2014100000","2014","11343","Saitama-ken Ogawa-machi","","6036","2687","0","3307","3307","0"
"2014100000","2014","11346","Saitama-ken Kawajima-machi","","4163","4163","0","0","0","0"
"2014100000","2014","11347","Saitama-ken Yoshimi-machi","","3864","3628","0","236","236","0"
"2014100000","2014","11348","Saitama-ken Hatoyama-machi","","2573","1636","0","931","931","0"
"2014100000","2014","11349","Saitama-ken Tokigawa-machi","","5590","1670","0","3914","3914","0"
"2014100000","2014","11361","Saitama-ken Yokoze-machi","","4936","852","0","4084","4084","0"
"2014100000","2014","11362","Saitama-ken Minano-machi","","6374","1716","0","4658","4567","91"
"2014100000","2014","11363","Saitama-ken Nagatoro-machi","","3043","885","0","2158","2158","0"
"2014100000","2014","11365","Saitama-ken Ogano-machi","","17126","2942","0","14184","14184","0"
"2014100000","2014","11369","Saitama-ken Higashichichibu-mura","","3706","742","0","2964","2791","173"
"2014100000","2014","11381","Saitama-ken Misato-machi","","3341","2576","0","765","765","0"
"2014100000","2014","11383","Saitama-ken Kamikawa-machi","","4740","2672","0","2067","2067","0"
"2014100000","2014","11385","Saitama-ken Kamisato-machi","","2918","2912","0","6","6","0"
"2014100000","2014","11408","Saitama-ken Yorii-machi","","6425","3921","0","2420","2420","0"
"2014100000","2014","11442","Saitama-ken Miyashiro-machi","","1595","1567","0","28","28","0"
"2014100000","2014","11464","Saitama-ken Sugito-machi","","3003","2999","0","4","4","0"
"2014100000","2014","11465","Saitama-ken Matsubushi-machi","","1620","1618","0","2","2","0"
"2014100000","2014","12100","Chiba-ken Chiba-shi","","27176","22087","0","5819","4928","891"
"2014100000","2014","12101","Chiba-ken Chiba-shi Chuo-ku","","4469","4217","0","377","253","124"
"2014100000","2014","12102","Chiba-ken Chiba-shi Hanamigawa-ku","","3419","3147","0","396","287","109"
"2014100000","2014","12103","Chiba-ken Chiba-shi Inage-ku","","2122","2038","0","222","74","148"
"2014100000","2014","12104","Chiba-ken Chiba-shi Wakaba-ku","","8421","5834","0","2680","2478","202"
"2014100000","2014","12105","Chiba-ken Chiba-shi Midori-ku","","6625","4731","0","2144","1836","308"
"2014100000","2014","12106","Chiba-ken Chiba-shi Mihama-ku","","2120","2120","0","0","0","0"
"2014100000","2014","12202","Chiba-ken Choshi-shi","","8419","6940","0","1466","1462","4"
"2014100000","2014","12203","Chiba-ken Ichikawa-shi","","5745","5604","0","123","123","0"
"2014100000","2014","12204","Chiba-ken Funabashi-shi","","8562","8082","0","350","350","0"
"2014100000","2014","12205","Chiba-ken Tateyama-shi","","11015","6197","0","4803","4799","4"
"2014100000","2014","12206","Chiba-ken Kisarazu-shi","","13894","9567","0","4339","4333","6"
"2014100000","2014","12207","Chiba-ken Matsudo-shi","","6138","5937","0","188","188","0"
"2014100000","2014","12208","Chiba-ken Noda-shi","","10355","9521","0","768","768","0"
"2014100000","2014","12210","Chiba-ken Mobara-shi","","9992","8305","0","1703","1699","4"
"2014100000","2014","12211","Chiba-ken Narita-shi","","21384","16194","206","4617","4068","549"
"2014100000","2014","12212","Chiba-ken Sakura-shi","","10369","7927","261","1897","1897","0"
"2014100000","2014","12213","Chiba-ken Togane-shi","","8912","7094","0","1758","1758","0"
"2014100000","2014","12215","Chiba-ken Asahi-shi","","13045","11715","0","1285","1279","6"
"2014100000","2014","12216","Chiba-ken Narashino-shi","","2097","2090","0","7","7","0"
"2014100000","2014","12217","Chiba-ken Kashiwa-shi","","11474","10133","219","743","743","0"
"2014100000","2014","12218","Chiba-ken Katsuura-shi","","9396","3573","0","5797","5796","1"
"2014100000","2014","12219","Chiba-ken Ichihara-shi","","36817","23326","0","13460","13440","20"
"2014100000","2014","12220","Chiba-ken Nagareyama-shi","","3532","3271","0","272","272","0"
"2014100000","2014","12221","Chiba-ken Yachiyo-shi","","5139","4548","3","566","566","0"
"2014100000","2014","12222","Chiba-ken Abiko-shi","","4315","3993","162","155","155","0"
"2014100000","2014","12223","Chiba-ken Kamogawa-shi","","19114","7148","0","11966","11962","4"
"2014100000","2014","12224","Chiba-ken Kamagaya-shi","","2108","1971","0","95","95","0"
"2014100000","2014","12225","Chiba-ken Kimitsu-shi","","31881","11127","0","20661","20637","24"
"2014100000","2014","12226","Chiba-ken Futtsu-shi","","20553","8071","0","12482","12455","27"
"2014100000","2014","12227","Chiba-ken Urayasu-shi","","1730","1730","0","0","0","0"
"2014100000","2014","12228","Chiba-ken Yotsukaido-shi","","3452","2832","0","584","515","69"
"2014100000","2014","12229","Chiba-ken Sodegaura-shi","","9493","7542","0","1997","1997","0"
"2014100000","2014","12230","Chiba-ken Yachimata-shi","","7494","6271","0","1185","1185","0"
"2014100000","2014","12231","Chiba-ken Inzai-shi","","12379","9652","456","1861","1861","0"
"2014100000","2014","12232","Chiba-ken Shiroi-shi","","3548","3007","12","445","445","0"
"2014100000","2014","12233","Chiba-ken Tomisato-shi","","5388","4672","0","697","697","0"
"2014100000","2014","12234","Chiba-ken Minamiboso-shi","","23014","10580","0","12352","12310","42"
"2014100000","2014","12235","Chiba-ken Sosa-shi","","10152","8651","0","1477","1464","13"
"2014100000","2014","12236","Chiba-ken Katori-shi","","26235","20810","135","5136","5068","68"
"2014100000","2014","12237","Chiba-ken Sammu-shi","","14677","10206","0","4005","3948","57"
"2014100000","2014","12238","Chiba-ken Isumi-shi","","15744","9447","0","6659","6656","3"
"2014100000","2014","12239","Chiba-ken Oamishirasato-shi","","5808","4899","0","909","820","89"
"2014100000","2014","12322","Chiba-ken Shisui-machi","","1901","1433","0","468","465","3"
"2014100000","2014","12329","Chiba-ken Sakae-machi","","3251","2898","26","325","325","0"
"2014100000","2014","12342","Chiba-ken Kozaki-machi","","1990","1569","0","407","407","0"
"2014100000","2014","12347","Chiba-ken Tako-machi","","7280","5393","0","1846","1846","0"
"2014100000","2014","12349","Chiba-ken Tonosho-machi","","4625","3915","0","461","461","0"
"2014100000","2014","12403","Chiba-ken Kujukuri-machi","","2445","2320","0","100","78","22"
"2014100000","2014","12409","Chiba-ken Shibayama-machi","","4324","2919","0","1249","1058","191"
"2014100000","2014","12410","Chiba-ken Yokoshibahikari-machi","","6701","5644","0","977","859","118"
"2014100000","2014","12421","Chiba-ken Ichinomiya-machi","","2297","1692","0","608","576","32"
"2014100000","2014","12422","Chiba-ken Mutsuzawa-machi","","3559","2221","0","1327","1327","0"
"2014100000","2014","12423","Chiba-ken Chosei-mura","","2829","2658","0","170","170","0"
"2014100000","2014","12424","Chiba-ken Shirako-machi","","2750","2568","0","174","174","0"
"2014100000","2014","12426","Chiba-ken Nagara-machi","","4711","2586","0","2253","2253","0"
"2014100000","2014","12427","Chiba-ken Chonan-machi","","6551","3449","0","3063","3063","0"
"2014100000","2014","12441","Chiba-ken Otaki-machi","","12987","4113","0","8872","8858","14"
"2014100000","2014","12443","Chiba-ken Onjuku-machi","","2486","1172","0","1352","1312","40"
"2014100000","2014","12463","Chiba-ken Kyonan-machi","","4519","1950","0","2569","2568","1"
"2014100000","2014","13100","Tokyo-to Ku-area","","62670","62670","0","0","0","0"
"2014100000","2014","13101","Tokyo-to Chiyoda-ku","","1166","1166","0","0","0","0"
"2014100000","2014","13102","Tokyo-to Chuo-ku","","1021","1021","0","0","0","0"
"2014100000","2014","13103","Tokyo-to Minato-ku","","2037","2037","0","0","0","0"
"2014100000","2014","13104","Tokyo-to Shinjuku-ku","","1822","1822","0","0","0","0"
"2014100000","2014","13105","Tokyo-to Bunkyo-ku","","1129","1129","0","0","0","0"
"2014100000","2014","13106","Tokyo-to Taito-ku","","1011","1011","0","0","0","0"
"2014100000","2014","13107","Tokyo-to Sumida-ku","","1377","1377","0","0","0","0"
"2014100000","2014","13108","Tokyo-to Koto-ku","","4016","4016","0","0","0","0"
"2014100000","2014","13109","Tokyo-to Shinagawa-ku","","2284","2284","0","0","0","0"
"2014100000","2014","13110","Tokyo-to Meguro-ku","","1467","1467","0","0","0","0"
"2014100000","2014","13111","Tokyo-to Ota-ku","","6066","6066","0","0","0","0"
"2014100000","2014","13112","Tokyo-to Setagaya-ku","","5805","5805","0","0","0","0"
"2014100000","2014","13113","Tokyo-to Shibuya-ku","","1511","1511","0","0","0","0"
"2014100000","2014","13114","Tokyo-to Nakano-ku","","1559","1559","0","0","0","0"
"2014100000","2014","13115","Tokyo-to Suginami-ku","","3406","3406","0","0","0","0"
"2014100000","2014","13116","Tokyo-to Toshima-ku","","1301","1301","0","0","0","0"
"2014100000","2014","13117","Tokyo-to Kita-ku","","2061","2061","0","0","0","0"
"2014100000","2014","13118","Tokyo-to Arakawa-ku","","1016","1016","0","0","0","0"
"2014100000","2014","13119","Tokyo-to Itabashi-ku","","3222","3222","0","0","0","0"
"2014100000","2014","13120","Tokyo-to Nerima-ku","","4808","4808","0","0","0","0"
"2014100000","2014","13121","Tokyo-to Adachi-ku","","5325","5325","0","0","0","0"
"2014100000","2014","13122","Tokyo-to Katsushika-ku","","3480","3480","0","0","0","0"
"2014100000","2014","13123","Tokyo-to Edogawa-ku","","4990","4990","0","0","0","0"
"2014100000","2014","13201","Tokyo-to Hachioji-shi","","18638","10651","0","7828","7815","13"
"2014100000","2014","13202","Tokyo-to Tachikawa-shi","","2436","2417","0","4","4","0"
"2014100000","2014","13203","Tokyo-to Musashino-shi","","1098","1098","0","0","0","0"
"2014100000","2014","13204","Tokyo-to Mitaka-shi","","1642","1640","0","2","2","0"
"2014100000","2014","13205","Tokyo-to Ome-shi","","10331","3809","0","6464","6464","0"
"2014100000","2014","13206","Tokyo-to Fuchu-shi","","2943","2935","0","0","0","0"
"2014100000","2014","13207","Tokyo-to Akishima-shi","","1734","1710","0","11","11","0"
"2014100000","2014","13208","Tokyo-to Chofu-shi","","2158","2148","0","12","12","0"
"2014100000","2014","13209","Tokyo-to Machida-shi","","7180","6387","0","771","771","0"
"2014100000","2014","13210","Tokyo-to Koganei-shi","","1130","1123","0","5","5","0"
"2014100000","2014","13211","Tokyo-to Kodaira-shi","","2051","2046","0","6","6","0"
"2014100000","2014","13212","Tokyo-to Hino-shi","","2755","2655","0","100","100","0"
"2014100000","2014","13213","Tokyo-to Higashimurayama-shi","","1714","1643","0","80","80","0"
"2014100000","2014","13214","Tokyo-to Kokubunji-shi","","1146","1140","0","6","6","0"
"2014100000","2014","13215","Tokyo-to Kunitachi-shi","","815","815","0","4","3","1"
"2014100000","2014","13218","Tokyo-to Fussa-shi","","1016","995","0","21","6","15"
"2014100000","2014","13219","Tokyo-to Komae-shi","","639","637","0","1","1","0"
"2014100000","2014","13220","Tokyo-to Higashiyamato-shi","","1342","1140","0","202","202","0"
"2014100000","2014","13221","Tokyo-to Kiyose-shi","","1023","1013","0","9","9","0"
"2014100000","2014","13222","Tokyo-to Higashikurume-shi","","1288","1287","0","16","16","0"
"2014100000","2014","13223","Tokyo-to Musashimurayama-shi","","1532","1360","0","172","172","0"
"2014100000","2014","13224","Tokyo-to Tama-shi","","2101","2065","0","36","36","0"
"2014100000","2014","13225","Tokyo-to Inagi-shi","","1797","1539","0","258","146","112"
"2014100000","2014","13227","Tokyo-to Hamura-shi","","990","977","0","7","7","0"
"2014100000","2014","13228","Tokyo-to Akiruno-shi","","7347","2926","0","4413","4413","0"
"2014100000","2014","13229","Tokyo-to Nishitokyo-shi","","1575","1563","0","10","10","0"
"2014100000","2014","13303","Tokyo-to Mizuho-machi","","1685","1401","0","278","278","0"
"2014100000","2014","13305","Tokyo-to Hinode-machi","","2807","886","0","1905","1905","0"
"2014100000","2014","13307","Tokyo-to Hinohara-mura","","10541","790","0","9751","9751","0"
"2014100000","2014","13308","Tokyo-to Okutama-machi","","22553","1318","0","21235","21235","0"
"2014100000","2014","13361","Tokyo-to Oshima-machi","","9076","4331","0","4676","4676","0"
"2014100000","2014","13362","Tokyo-to Toshima-mura","","412","140","0","272","272","0"
"2014100000","2014","13363","Tokyo-to Niijima-mura","","2752","894","0","1858","1804","54"
"2014100000","2014","13364","Tokyo-to Kouzushima-mura","","1858","433","0","1425","1425","0"
"2014100000","2014","13381","Tokyo-to Miyake-mura","","5527","1344","0","4117","4081","36"
"2014100000","2014","13382","Tokyo-to Mikurajima-mura","","2054","227","0","1827","1827","0"
"2014100000","2014","13401","Tokyo-to Hachijo-machi","","7221","3255","0","3964","3964","0"
"2014100000","2014","13402","Tokyo-to Aogashima-mura","","596","105","0","361","361","0"
"2014100000","2014","13421","Tokyo-to Ogasawara-mura","","10435","3442","0","5146","4409","737"
"2014100000","2014","14100","Kanagawa-ken Yokohama-shi","","43749","39941","0","3746","3746","0"
"2014100000","2014","14101","Kanagawa-ken Yokohama-shi Tsurumi-ku","","3323","3274","0","46","46","0"
"2014100000","2014","14102","Kanagawa-ken Yokohama-shi Kanagawa-ku","","2373","2277","0","96","96","0"
"2014100000","2014","14103","Kanagawa-ken Yokohama-shi Nishi-ku","","703","697","0","5","5","0"
"2014100000","2014","14104","Kanagawa-ken Yokohama-shi Naka-ku","","2120","2068","0","52","52","0"
"2014100000","2014","14105","Kanagawa-ken Yokohama-shi Minami-ku","","1265","1199","0","65","65","0"
"2014100000","2014","14106","Kanagawa-ken Yokohama-shi Hodogaya-ku","","2193","1980","0","208","208","0"
"2014100000","2014","14107","Kanagawa-ken Yokohama-shi Isogo-ku","","1905","1685","0","216","216","0"
"2014100000","2014","14108","Kanagawa-ken Yokohama-shi Kanazawa-ku","","3096","2600","0","493","493","0"
"2014100000","2014","14109","Kanagawa-ken Yokohama-shi Kohoku-ku","","3140","2945","0","191","191","0"
"2014100000","2014","14110","Kanagawa-ken Yokohama-shi Totsuka-ku","","3579","3158","0","410","410","0"
"2014100000","2014","14111","Kanagawa-ken Yokohama-shi Konan-ku","","1990","1865","0","123","123","0"
"2014100000","2014","14112","Kanagawa-ken Yokohama-shi Asahi-ku","","3273","2870","0","401","401","0"
"2014100000","2014","14113","Kanagawa-ken Yokohama-shi Midori-ku","","2551","2124","0","419","419","0"
"2014100000","2014","14114","Kanagawa-ken Yokohama-shi Seya-ku","","1717","1593","0","117","117","0"
"2014100000","2014","14115","Kanagawa-ken Yokohama-shi Sakae-ku","","1852","1508","0","343","343","0"
"2014100000","2014","14116","Kanagawa-ken Yokohama-shi Izumi-ku","","2358","2183","0","170","170","0"
"2014100000","2014","14117","Kanagawa-ken Yokohama-shi Aoba-ku","","3522","3277","0","241","241","0"
"2014100000","2014","14118","Kanagawa-ken Yokohama-shi Tsuzuki-ku","","2787","2636","0","150","150","0"
"2014100000","2014","14130","Kanagawa-ken Kawasaki-shi","","14300","13631","0","668","668","0"
"2014100000","2014","14131","Kanagawa-ken Kawasaki-shi Kawasaki-ku","","3953","3953","0","0","0","0"
"2014100000","2014","14132","Kanagawa-ken Kawasaki-shi Saiwai-ku","","1001","1001","0","0","0","0"
"2014100000","2014","14133","Kanagawa-ken Kawasaki-shi Nakahara-ku","","1474","1468","0","6","6","0"
"2014100000","2014","14134","Kanagawa-ken Kawasaki-shi Takatsu-ku","","1636","1539","0","97","97","0"
"2014100000","2014","14135","Kanagawa-ken Kawasaki-shi Tama-ku","","2050","1904","0","146","146","0"
"2014100000","2014","14136","Kanagawa-ken Kawasaki-shi Miyamae-ku","","1861","1761","0","100","100","0"
"2014100000","2014","14137","Kanagawa-ken Kawasaki-shi Asao-ku","","2325","2005","0","319","319","0"
"2014100000","2014","14150","Kanagawa-ken Sagamihara-shi","","32866","13933","0","18885","18885","0"
"2014100000","2014","14151","Kanagawa-ken Sagamihara-shi Midori-ku","","25368","-","0","18549","18549","0"
"2014100000","2014","14152","Kanagawa-ken Sagamihara-shi Chuo-ku","","3687","-","0","69","69","0"
"2014100000","2014","14153","Kanagawa-ken Sagamihara-shi Minami-ku","","3811","-","0","267","267","0"
"2014100000","2014","14201","Kanagawa-ken Yokosuka-shi","","10083","7046","0","2997","2997","0"
"2014100000","2014","14203","Kanagawa-ken Hiratsuka-shi","","6782","6286","0","495","495","0"
"2014100000","2014","14204","Kanagawa-ken Kamakura-shi","","3966","2680","0","1285","1285","0"
"2014100000","2014","14205","Kanagawa-ken Fujisawa-shi","","6957","6363","0","576","576","0"
"2014100000","2014","14206","Kanagawa-ken Odawara-shi","","11379","7109","0","4226","4226","0"
"2014100000","2014","14207","Kanagawa-ken Chigasaki-shi","","3570","3269","0","298","298","0"
