"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","F1101","F1102","F1103","F1104","F1105","F1106","F1107","F110701","F110702","F1108","F1109","F1110","F1111","F2401","F2402","F2403","F2404","F2705","F270501","F270502"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","F1101_(Population census) Population in labour force[person]","F1102_(Population census) Employed persons[person]","F1103_(Population census) Employed persons, mostly worked[person]","F1104_(Population census) Employed persons, worked besides doing housework[person]","F1105_(Population census) Employed persons, working besides mainly attending school[person]","F1106_(Population census) Employed persons, Absent from work[person]","F1107_(Population census) Unemployed persons[person]","F110701_(Population census) Unemployed persons (Male)[person]","F110702_(Population census) Unemployed persons (Female)[person]","F1108_(Population census) Population not in labour force[person]","F1109_(Population census) Population not in labour force, doing housework[person]","F1110_(Population census) Population not in labour force, attending school[person]","F1111_(Population census) Population not in labour force, others[person]","F2401_(Population census) No. of employees[person]","F2402_No. of board member of company, etc.[person]","F2403_No. of self-employed, employing others[person]","F2404_No. of self-employed, not employing others[person]","F2705_Commuters to other municipalities[person]","F270501_Commuters to other municipalities (Male)[person]","F270502_Commuters to other municipalities (Female)[person]"
"2015100000","2015","22305","Shizuoka-ken Matsuzaki-cho","","3257","3126","2453","583","2","88","131","87","44","2926","1053","247","1626","2072","164","94","493","1021","619","402"
"2015100000","2015","22306","Shizuoka-ken Nishiizu-cho","","3807","3616","2975","560","1","80","191","145","46","3759","1313","209","2237","2609","208","132","441","862","506","356"
"2015100000","2015","22325","Shizuoka-ken Kannami-cho","","19233","18336","15279","2658","123","276","897","606","291","13484","4903","1612","6969","14946","856","446","1279","11508","6966","4542"
"2015100000","2015","22341","Shizuoka-ken Shimizu-cho","","16819","16174","13633","2192","141","208","645","426","219","9910","3806","1704","4400","13055","893","325","970","9722","5781","3941"
"2015100000","2015","22342","Shizuoka-ken Nagaizumi-cho","","21783","21092","17795","2768","192","337","691","449","242","12635","4967","2541","5127","17602","901","327","1043","12446","7854","4592"
"2015100000","2015","22344","Shizuoka-ken Oyama-cho","","10996","10664","9113","1366","49","136","332","243","89","5997","2207","817","2973","9280","333","150","587","4374","2564","1810"
"2015100000","2015","22424","Shizuoka-ken Yoshida-cho","","16496","15932","13637","1983","74","238","564","374","190","7934","2740","1261","3933","13109","591","338","1050","7501","4367","3134"
"2015100000","2015","22429","Shizuoka-ken Kawanehon-cho","","3798","3708","3062","592","0","54","90","66","24","2855","970","205","1680","2586","139","111","521","733","500","233"
"2015100000","2015","22461","Shizuoka-ken Mori-machi","","10170","9857","8232","1462","36","127","313","221","92","5969","2077","741","3151","7658","422","223","845","4988","2955","2033"
"2015100000","2015","23100","Aichi-ken Nagoya-shi","","1133517","1088005","884087","157187","26091","20640","45512","28945","16567","680717","263797","109695","307225","867278","66955","20553","57497","615642","386292","229350"
"2015100000","2015","23101","Aichi-ken Nagoya-shi Chikusa-ku","","79652","76974","62574","10317","2549","1534","2678","1593","1085","48770","20688","9030","19052","60171","5812","1753","3918","47161","29546","17615"
"2015100000","2015","23102","Aichi-ken Nagoya-shi Higashi-ku","","39029","37543","31542","4665","614","722","1486","784","702","20846","8565","2937","9344","28653","3275","1025","2110","22032","12771","9261"
"2015100000","2015","23103","Aichi-ken Nagoya-shi Kita-ku","","79814","75931","62266","10982","1317","1366","3883","2497","1386","51304","18926","6554","25824","60267","4386","1419","4433","43456","26705","16751"
"2015100000","2015","23104","Aichi-ken Nagoya-shi Nishi-ku","","76547","73683","60600","10433","1281","1369","2864","1847","1017","42026","15873","6348","19805","58249","4766","1377","4146","39983","24916","15067"
"2015100000","2015","23105","Aichi-ken Nagoya-shi Nakamura-ku","","67983","64836","53287","8779","1320","1450","3147","2116","1031","38923","13734","5252","19937","50268","3798","1223","3838","31306","19843","11463"
"2015100000","2015","23106","Aichi-ken Nagoya-shi Naka-ku","","42095","40263","34835","3976","698","754","1832","953","879","16696","6598","2410","7688","27622","3424","1015","2181","14279","8533","5746"
"2015100000","2015","23107","Aichi-ken Nagoya-shi Showa-ku","","52822","51065","40726","6715","2717","907","1757","1179","578","33538","12546","7652","13340","39567","4105","1168","2737","30942","18921","12021"
"2015100000","2015","23108","Aichi-ken Nagoya-shi Mizuho-ku","","53446","51624","41783","7483","1309","1049","1822","1185","637","32680","13315","5232","14133","40399","4012","1205","2805","32443","19650","12793"
"2015100000","2015","23109","Aichi-ken Nagoya-shi Atsuta-ku","","33628","32006","26570","4183","706","547","1622","1071","551","19776","7346","2800","9630","26054","2146","601","1532","19740","11807","7933"
"2015100000","2015","23110","Aichi-ken Nagoya-shi Nakagawa-ku","","111840","107250","86664","16174","2099","2313","4590","2861","1729","61827","23467","9747","28613","85812","5745","1814","5906","58314","36134","22180"
"2015100000","2015","23111","Aichi-ken Nagoya-shi Minato-ku","","72924","69620","56308","10579","1305","1428","3304","2070","1234","44384","15035","6252","23097","56881","3072","1085","3492","29977","18988","10989"
"2015100000","2015","23112","Aichi-ken Nagoya-shi Minami-ku","","68173","64194","52740","9109","1207","1138","3979","2817","1162","46040","15955","5815","24270","52243","3518","1183","3488","34593","22358","12235"
"2015100000","2015","23113","Aichi-ken Nagoya-shi Moriyama-ku","","82957","80052","64023","12702","1669","1658","2905","1851","1054","52434","20564","7964","23906","65275","4079","1231","4388","47443","30175","17268"
"2015100000","2015","23114","Aichi-ken Nagoya-shi Midori-ku","","117744","113847","90949","18600","2335","1963","3897","2461","1436","73179","31371","12563","29245","95192","6054","1715","5178","70651","47056","23595"
"2015100000","2015","23115","Aichi-ken Nagoya-shi Meito-ku","","78409","75463","60459","11472","2281","1251","2946","1809","1137","49504","20930","9504","19070","61250","4520","1448","3653","47432","29724","17708"
"2015100000","2015","23116","Aichi-ken Nagoya-shi Tempaku-ku","","76454","73654","58761","11018","2684","1191","2800","1851","949","48790","18884","9635","20271","59375","4243","1291","3692","45890","29165","16725"
"2015100000","2015","23201","Aichi-ken Toyohashi-shi","","196081","189331","155842","27865","2976","2648","6750","4454","2296","112558","40995","19021","52542","150613","9295","4183","12138","42644","32407","10237"
"2015100000","2015","23202","Aichi-ken Okazaki-shi","","199924","193766","158080","29714","3127","2845","6158","3882","2276","114849","46626","19001","49222","164435","8360","3224","9599","67774","49808","17966"
"2015100000","2015","23203","Aichi-ken Ichinomiya-shi","","190301","183461","145950","31223","3283","3005","6840","4382","2458","122031","44656","19580","57795","149556","8540","3294","11622","80236","55456","24780"
"2015100000","2015","23204","Aichi-ken Seto-shi","","63257","61165","48833","9916","1393","1023","2092","1379","713","43866","15710","6852","21304","50024","3139","1027","3696","28532","18959","9573"
"2015100000","2015","23205","Aichi-ken Handa-shi","","58378","56280","45964","8546","981","789","2098","1400","698","36393","13323","6040","17030","47071","2461","1017","2756","25177","16482","8695"
"2015100000","2015","23206","Aichi-ken Kasugai-shi","","151207","145722","117486","22808","3059","2369","5485","3567","1918","98996","38977","15932","44087","122305","6905","2302","7603","67861","46726","21135"
"2015100000","2015","23207","Aichi-ken Toyokawa-shi","","96931","93689","76708","14586","1134","1261","3242","2095","1147","55476","20212","8796","26468","76715","3924","1887","5980","29251","20402","8849"
"2015100000","2015","23208","Aichi-ken Tsushima-shi","","32089","31011","24408","5462","613","528","1078","725","353","20902","7352","3373","10177","24842","1587","645","1974","17690","11226","6464"
"2015100000","2015","23209","Aichi-ken Hekinan-shi","","39348","38288","31816","5496","454","522","1060","699","361","20374","7010","3394","9970","30869","1996","919","2192","16362","10771","5591"
"2015100000","2015","23210","Aichi-ken Kariya-shi","","79214","77217","63805","10464","1592","1356","1997","1299","698","41460","17292","7380","16788","65996","2976","1068","3142","33961","22963","10998"
"2015100000","2015","23211","Aichi-ken Toyota-shi","","218661","212535","175438","30723","3169","3205","6126","3961","2165","122161","49466","21242","51453","182376","7045","2656","9104","40424","27378","13046"
"2015100000","2015","23212","Aichi-ken Anjo-shi","","95062","92479","75632","13837","1410","1600","2583","1609","974","50562","20392","9200","20970","77349","3356","1387","4650","40408","28250","12158"
"2015100000","2015","23213","Aichi-ken Nishio-shi","","91535","88617","72574","13822","1046","1175","2918","1962","956","49429","18001","8112","23316","70384","4050","2228","6067","27884","19294","8590"
"2015100000","2015","23214","Aichi-ken Gamagori-shi","","42587","41182","33543","6549","525","565","1405","954","451","25783","8453","4181","13149","32331","2111","932","3108","14345","10210","4135"
"2015100000","2015","23215","Aichi-ken Inuyama-shi","","36224","35015","28115","5779","690","431","1209","816","393","26115","9499","4046","12570","29349","1585","539","2037","19285","12495","6790"
"2015100000","2015","23216","Aichi-ken Tokoname-shi","","28488","27688","22468","4320","392","508","800","543","257","17159","6188","2392","8579","22759","1079","536","1623","12022","8094","3928"
"2015100000","2015","23217","Aichi-ken Konan-shi","","49277","47499","37871","7935","932","761","1778","1142","636","32556","12322","5047","15187","39504","2056","801","2708","28045","18221","9824"
"2015100000","2015","23219","Aichi-ken Komaki-shi","","72532","69803","57234","10389","1179","1001","2729","1816","913","43393","17280","6906","19207","58478","3220","921","3278","27266","18149","9117"
"2015100000","2015","23220","Aichi-ken Inazawa-shi","","70365","68244","54392","11304","1406","1142","2121","1388","733","42913","15877","7213","19823","55187","2783","1146","4461","34311","22176","12135"
"2015100000","2015","23221","Aichi-ken Shinshiro-shi","","25126","24380","19862","4029","147","342","746","515","231","16040","5477","2025","8538","19112","936","559","2157","7173","4999","2174"
"2015100000","2015","23222","Aichi-ken Tokai-shi","","59363","57637","47340","8512","868","917","1726","1116","610","31291","12614","5032","13645","49305","2072","889","2564","26560","17023","9537"
"2015100000","2015","23223","Aichi-ken Obu-shi","","46383","45199","36880","6728","820","771","1184","748","436","25182","10248","4290","10644","38702","1677","669","2199","24900","16701","8199"
"2015100000","2015","23224","Aichi-ken Chita-shi","","42572","41226","33179","6775","689","583","1346","858","488","27801","11120","4170","12511","35298","1447","634","2030","25519","16665","8854"
"2015100000","2015","23225","Aichi-ken Chiryu-shi","","36893","35608","29633","4879","536","560","1285","832","453","19348","7916","3330","8102","31075","1234","405","1457","24306","16428","7878"
"2015100000","2015","23226","Aichi-ken Owariasahi-shi","","39732","38385","30546","6424","823","592","1347","848","499","26553","10689","4322","11542","32031","2061","597","2177","25289","15655","9634"
"2015100000","2015","23227","Aichi-ken Takahama-shi","","24532","23664","19693","3320","338","313","868","565","303","12419","4640","2220","5559","20172","850","353","1137","13568","8956","4612"
"2015100000","2015","23228","Aichi-ken Iwakura-shi","","23615","22810","18569","3458","387","396","805","538","267","13813","5550","2067","6196","18847","901","307","1220","15286","9583","5703"
"2015100000","2015","23229","Aichi-ken Toyoake-shi","","33916","32871","26376","5252","689","554","1045","692","353","22156","8071","3839","10246","27437","1454","451","1701","19665","13082","6583"
"2015100000","2015","23230","Aichi-ken Nisshin-shi","","43156","42128","33258","6815","1397","658","1028","633","395","26252","10640","5728","9884","35390","2254","643","2090","28466","18348","10118"
"2015100000","2015","23231","Aichi-ken Tahara-shi","","37666","36881","31352","4974","167","388","785","527","258","15094","4601","2504","7989","23213","1158","1383","3802","5607","3603","2004"
"2015100000","2015","23232","Aichi-ken Aisai-shi","","33000","31705","25078","5715","541","371","1295","855","440","21428","7532","3650","10246","25095","1409","726","2356","19819","11906","7913"
"2015100000","2015","23233","Aichi-ken Kiyosu-shi","","33483","32342","26036","5132","664","510","1141","752","389","19426","7381","3317","8728","26237","1533","556","1843","20270","12662","7608"
"2015100000","2015","23234","Aichi-ken Kitanagoya-shi","","43534","41963","33746","6808","775","634","1571","1010","561","24415","9982","3878","10555","34220","2079","758","2755","25031","16249","8782"
"2015100000","2015","23235","Aichi-ken Yatomi-shi","","22899","22256","17826","3634","408","388","643","414","229","12741","4656","2157","5928","17974","972","397","1459","12324","7811","4513"
"2015100000","2015","23236","Aichi-ken Miyoshi-shi","","30648","29930","23928","4967","622","413","718","453","265","18631","6740","4245","7646","25588","1114","357","1480","17331","11580","5751"
"2015100000","2015","23237","Aichi-ken Ama-shi","","43536","41969","33381","7226","714","648","1567","1029","538","27226","10753","4249","12224","33725","2184","782","2828","25922","16184","9738"
"2015100000","2015","23238","Aichi-ken Nagakute-shi","","28859","28103","21617","4427","1591","468","756","474","282","15468","6690","4086","4692","23871","1370","445","1343","18305","11960","6345"
"2015100000","2015","23302","Aichi-ken Togo-cho","","21471","20849","16612","3558","388","291","622","410","212","13263","5262","2390","5611","17664","1037","301","1153","14452","9070","5382"
"2015100000","2015","23342","Aichi-ken Toyoyama-cho","","8222","7923","6397","1295","116","115","299","197","102","3915","1707","583","1625","6364","415","163","555","4633","2914","1719"
"2015100000","2015","23361","Aichi-ken Oguchi-cho","","12013","11668","9424","1861","214","169","345","220","125","7285","2683","1297","3305","10082","456","156","550","6969","4256","2713"
"2015100000","2015","23362","Aichi-ken Fuso-cho","","16940","16390","13182","2694","290","224","550","367","183","11227","4495","1722","5010","14008","631","229","866","11730","7296","4434"
"2015100000","2015","23424","Aichi-ken Oharu-cho","","15980","15383","12204","2668","271","240","597","408","189","8514","3536","1543","3435","12476","684","364","1065","10741","6617","4124"
"2015100000","2015","23425","Aichi-ken Kanie-cho","","19767","19093","15423","2993","377","300","674","416","258","11117","4303","1860","4954","15869","948","369","958","12853","7850","5003"
"2015100000","2015","23427","Aichi-ken Tobishima-mura","","2463","2408","1937","417","28","26","55","44","11","1305","401","196","708","1715","153","79","255","1147","666","481"
"2015100000","2015","23441","Aichi-ken Agui-cho","","13742","13356","10682","2216","224","234","386","246","140","9171","3528","1212","4431","11342","490","235","694","9433","5964","3469"
"2015100000","2015","23442","Aichi-ken Higashiura-cho","","24953","24226","19462","3876","538","350","727","457","270","16070","6103","2589","7378","20720","879","392","1219","15726","10255","5471"
"2015100000","2015","23445","Aichi-ken Minamichita-cho","","10076","9803","7917","1646","102","138","273","204","69","6485","1740","872","3873","6239","412","600","1196","2692","1629","1063"
"2015100000","2015","23446","Aichi-ken Mihama-cho","","11955","11583","9005","1895","530","153","372","269","103","8385","2584","1906","3895","9346","416","262","849","6211","3881","2330"
"2015100000","2015","23447","Aichi-ken Taketoyo-cho","","21745","20941","16956","3306","406","273","804","531","273","13623","5090","2261","6272","18236","682","312","961","11961","7400","4561"
"2015100000","2015","23501","Aichi-ken Kota-cho","","20907","20313","16566","3216","245","286","594","374","220","10998","4168","1863","4967","16957","620","332","1259","11272","7284","3988"
"2015100000","2015","23561","Aichi-ken Shitara-cho","","2557","2506","2025","442","4","35","51","43","8","2112","640","145","1327","1696","135","82","342","513","351","162"
"2015100000","2015","23562","Aichi-ken Toei-cho","","1605","1568","1247","288","2","31","37","28","9","1560","512","84","964","1157","72","44","202","380","254","126"
"2015100000","2015","23563","Aichi-ken Toyone-mura","","553","547","433","109","0","5","6","3","3","473","169","20","284","395","33","10","74","97","55","42"
"2015100000","2015","24201","Mie-ken Tsu-shi","","136221","131591","108985","17915","2186","2505","4630","3034","1596","96982","34552","14659","47771","109860","5051","2607","7985","27160","19762","7398"
"2015100000","2015","24202","Mie-ken Yokkaichi-shi","","153565","148914","121863","22368","1860","2823","4651","2908","1743","91448","35717","14271","41460","122215","7110","2825","8076","36187","24719","11468"
"2015100000","2015","24203","Mie-ken Ise-shi","","64093","61720","51084","8647","714","1275","2373","1548","825","42965","14691","6286","21988","48802","3072","1434","4625","15937","10607","5330"
"2015100000","2015","24204","Mie-ken Matsusaka-shi","","82005","78743","65397","11362","513","1471","3262","2166","1096","54861","19286","7247","28328","63659","3352","1798","5928","24429","16263","8166"
"2015100000","2015","24205","Mie-ken Kuwana-shi","","71621","69481","55639","11712","1072","1058","2140","1383","757","44238","17383","7310","19545","57597","3705","1242","4029","28722","20348","8374"
"2015100000","2015","24207","Mie-ken Suzuka-shi","","97771","94353","76947","14570","1208","1628","3418","2212","1206","61655","22727","10458","28470","79723","3476","1798","5298","31344","21080","10264"
"2015100000","2015","24208","Mie-ken Nabari-shi","","38879","37400","30225","6144","452","579","1479","1025","454","28080","11126","3992","12962","31702","1370","644","2264","14144","9961","4183"
"2015100000","2015","24209","Mie-ken Owase-shi","","8495","8159","6767","1174","32","186","336","222","114","7592","2474","513","4605","6195","398","318","791","1264","842","422"
"2015100000","2015","24210","Mie-ken Kameyama-shi","","25053","24334","20058","3629","182","465","719","494","225","15228","5842","2059","7327","20527","769","394","1378","10072","6300","3772"
"2015100000","2015","24211","Mie-ken Toba-shi","","10278","9953","8259","1461","47","186","325","214","111","6899","1995","961","3943","6627","458","381","1268","2272","1347","925"
"2015100000","2015","24212","Mie-ken Kumano-shi","","7604","7240","6018","1059","20","143","364","267","97","7824","2558","524","4742","5356","276","322","803","1580","981","599"
"2015100000","2015","24214","Mie-ken Inabe-shi","","24452","23736","19805","3441","210","280","716","465","251","13870","4822","2144","6904","20267","887","362","1300","8134","4959","3175"
"2015100000","2015","24215","Mie-ken Shima-shi","","24879","23838","20058","3177","81","522","1041","726","315","19588","6009","1939","11640","17594","943","785","2724","4483","3028","1455"
"2015100000","2015","24216","Mie-ken Iga-shi","","46437","44737","37641","6084","355","657","1700","1192","508","33028","11422","4040","17566","36472","1772","845","3465","7109","4884","2225"
"2015100000","2015","24303","Mie-ken Kisosaki-cho","","3638","3509","2865","548","49","47","129","89","40","2045","661","296","1088","2774","146","79","271","2120","1274","846"
"2015100000","2015","24324","Mie-ken Toin-cho","","12774","12409","9909","2129","155","216","365","255","110","8522","3281","1117","4124","10578","488","188","672","7972","4969","3003"
"2015100000","2015","24341","Mie-ken Komono-cho","","20160","19652","15940","3231","175","306","508","330","178","12697","4567","2002","6128","16302","851","363","1201","10494","6772","3722"
"2015100000","2015","24343","Mie-ken Asahi-cho","","4965","4839","3841","850","57","91","126","87","39","2895","1229","447","1219","4220","204","60","198","3604","2191","1413"
"2015100000","2015","24344","Mie-ken Kawagoe-cho","","7879","7609","6306","1115","82","106","270","168","102","3906","1542","716","1648","6586","349","121","329","5023","3127","1896"
"2015100000","2015","24441","Mie-ken Taki-cho","","7778","7541","6204","1175","42","120","237","159","78","4945","1633","618","2694","5770","235","151","855","3772","2167","1605"
"2015100000","2015","24442","Mie-ken Meiwa-cho","","11439","11012","9147","1567","89","209","427","281","146","7743","2491","1056","4196","8982","342","226","875","6593","3886","2707"
"2015100000","2015","24443","Mie-ken Odai-cho","","4550","4383","3650","634","18","81","167","118","49","3986","1387","469","2130","3289","208","106","490","1579","978","601"
"2015100000","2015","24461","Mie-ken Tamaki-cho","","8035","7752","6496","1084","43","129","283","195","88","4783","1674","747","2362","6279","244","160","666","4492","2599","1893"
"2015100000","2015","24470","Mie-ken Watarai-cho","","4307","4147","3484","561","22","80","160","105","55","2979","927","382","1670","3280","166","84","404","2602","1445","1157"
"2015100000","2015","24471","Mie-ken Taiki-cho","","4174","4018","3341","603","8","66","156","114","42","3983","1090","301","2592","2998","147","132","480","1527","886","641"
"2015100000","2015","24472","Mie-ken Minamiise-cho","","5653","5410","4539","749","11","111","243","179","64","6224","1913","403","3908","3583","203","245","833","1589","916","673"
"2015100000","2015","24543","Mie-ken Kihoku-cho","","7453","7166","6079","927","22","138","287","194","93","7161","1983","487","4691","5296","291","318","793","1523","981","542"
"2015100000","2015","24561","Mie-ken Mihama-cho","","4348","4217","3523","617","11","66","131","87","44","3333","992","329","2012","2763","116","209","697","1671","951","720"
"2015100000","2015","24562","Mie-ken Kiho-cho","","5228","4910","4056","746","16","92","318","214","104","4479","1611","412","2456","3834","138","169","509","2458","1325","1133"
"2015100000","2015","25201","Shiga-ken Otsu-shi","","159165","153125","122563","23813","3846","2903","6040","3922","2118","114131","44925","19584","49622","126237","6907","2827","9005","64932","43906","21026"
"2015100000","2015","25202","Shiga-ken Hikone-shi","","57511","55589","44779","8322","1567","921","1922","1249","673","35432","13230","6499","15703","46446","2328","965","3125","19410","13152","6258"
"2015100000","2015","25203","Shiga-ken Nagahama-shi","","59405","57434","47119","8710","643","962","1971","1288","683","38483","13042","6127","19314","46753","2445","1108","4074","10708","7453","3255"
"2015100000","2015","25204","Shiga-ken Omihachiman-shi","","40832","39238","31987","6061","538","652","1594","1072","522","26638","10295","3922","12421","32644","1418","698","2466","19952","13347","6605"
"2015100000","2015","25206","Shiga-ken Kusatsu-shi","","66391","64158","51290","8957","2764","1147","2233","1461","772","41846","16270","9962","15614","54661","2441","989","3085","31954","20916","11038"
"2015100000","2015","25207","Shiga-ken Moriyama-shi","","39755","38428","31069","5945","746","668","1327","868","459","23817","9907","4334","9576","32953","1379","660","2141","21775","14139","7636"
"2015100000","2015","25208","Shiga-ken Ritto-shi","","33864","32798","26799","4904","572","523","1066","655","411","18635","8460","3539","6636","28167","1133","547","1660","18699","11389","7310"
"2015100000","2015","25209","Shiga-ken Koka-shi","","47330","45768","38032","6489","558","689","1562","1050","512","28743","10470","4831","13442","38026","1792","776","3013","13364","9085","4279"
"2015100000","2015","25210","Shiga-ken Yasu-shi","","25276","24350","19574","3897","464","415","926","622","304","15704","6249","2578","6877","20548","888","346","1547","13543","8507","5036"
"2015100000","2015","25211","Shiga-ken Konan-shi","","28379","27404","22653","3854","452","445","975","640","335","15743","6019","2732","6992","23463","947","367","1416","13299","8409","4890"
"2015100000","2015","25212","Shiga-ken Takashima-shi","","25035","24108","19828","3677","236","367","927","646","281","18229","6096","2398","9735","18251","1150","582","2499","4110","2875","1235"
"2015100000","2015","25213","Shiga-ken Higashiomi-shi","","59599","57721","47419","8716","779","807","1878","1261","617","35369","12917","5879","16573","47228","2109","1043","4212","22987","14576","8411"
"2015100000","2015","25214","Shiga-ken Maibara-shi","","19725","19122","15648","2946","214","314","603","412","191","13056","4678","2049","6329","16096","681","308","1222","9998","6014","3984"
"2015100000","2015","25383","Shiga-ken Hino-cho","","11594","11232","9394","1567","106","165","362","248","114","6889","2465","893","3531","9103","350","171","966","5392","3303","2089"
"2015100000","2015","25384","Shiga-ken Ryuo-cho","","7161","6987","5750","1051","110","76","174","123","51","3562","1335","601","1626","5796","227","100","565","3649","2155","1494"
"2015100000","2015","25425","Shiga-ken Aisho-cho","","10745","10413","8537","1556","138","182","332","215","117","5811","2208","993","2610","8696","426","168","667","5994","3512","2482"
"2015100000","2015","25441","Shiga-ken Toyosato-cho","","3544","3284","2720","473","39","52","260","183","77","2504","802","306","1396","2642","111","70","281","2085","1203","882"
"2015100000","2015","25442","Shiga-ken Kora-cho","","3464","3285","2670","537","29","49","179","120","59","2418","815","321","1282","2533","138","99","281","2024","1100","924"
"2015100000","2015","25443","Shiga-ken Taga-cho","","3656","3532","2863","586","42","41","124","90","34","2738","947","336","1455","2857","144","83","293","2015","1166","849"
"2015100000","2015","26100","Kyoto-fu Kyoto-shi","","696917","665209","525509","98455","26549","14696","31708","19744","11964","463539","170118","92050","201371","480166","36780","15797","50002","317068","186839","130229"
"2015100000","2015","26101","Kyoto-fu Kyoto-shi Kita-ku","","56077","53792","40586","8591","3467","1148","2285","1518","767","39876","14029","10100","15747","37656","3646","1568","4869","26429","15406","11023"
"2015100000","2015","26102","Kyoto-fu Kyoto-shi Kamigyo-ku","","40417","38710","29606","5389","2892","823","1707","1026","681","26976","8934","7288","10754","27507","2517","1096","3349","19044","10492","8552"
"2015100000","2015","26103","Kyoto-fu Kyoto-shi Sakyo-ku","","74625","71682","53912","10920","5314","1536","2943","1919","1024","58530","19985","15718","22827","50341","5030","2051","5683","29877","18319","11558"
"2015100000","2015","26104","Kyoto-fu Kyoto-shi Nakagyo-ku","","54672","52456","42746","6797","1830","1083","2216","1247","969","29827","11453","5989","12385","35528","3503","1477","4003","24179","13056","11123"
"2015100000","2015","26105","Kyoto-fu Kyoto-shi Higashiyama-ku","","18465","17595","13645","2448","1080","422","870","528","342","12650","4250","2421","5979","11184","1274","732","1723","7670","4112","3558"
"2015100000","2015","26106","Kyoto-fu Kyoto-shi Shimogyo-ku","","42050","40243","33454","4850","1097","842","1807","1006","801","20640","7987","3722","8931","27145","2585","952","2677","18001","9791","8210"
"2015100000","2015","26107","Kyoto-fu Kyoto-shi Minami-ku","","49678","47052","38480","6484","982","1106","2626","1651","975","27706","10559","4261","12886","34254","2008","811","2964","20307","12084","8223"
"2015100000","2015","26108","Kyoto-fu Kyoto-shi Ukyo-ku","","97360","93062","73960","14304","2833","1965","4298","2685","1613","62711","23872","10822","28017","68739","4438","2001","7204","45332","26748","18584"
"2015100000","2015","26109","Kyoto-fu Kyoto-shi Fushimi-ku","","129664","122905","97916","18518","3613","2858","6759","4305","2454","90805","32939","15648","42218","92132","5067","2250","8066","57769","35054","22715"
"2015100000","2015","26110","Kyoto-fu Kyoto-shi Yamashina-ku","","62595","59490","47072","9204","1669","1545","3105","1952","1153","44625","16116","6856","21653","43352","2815","1362","4665","28542","17098","11444"
"2015100000","2015","26111","Kyoto-fu Kyoto-shi Nishikyo-ku","","71314","68222","54132","10950","1772","1368","3092","1907","1185","49193","19994","9225","19974","52328","3897","1497","4799","39918","24679","15239"
"2015100000","2015","26201","Kyoto-fu Fukuchiyama-shi","","40840","39543","33032","5659","236","616","1297","863","434","25026","8789","3321","12916","30885","1606","747","3454","5745","3965","1780"
"2015100000","2015","26202","Kyoto-fu Maizuru-shi","","41390","39926","33355","5610","210","751","1464","975","489","29222","10671","3909","14642","31345","1686","873","3088","4727","3560","1167"
"2015100000","2015","26203","Kyoto-fu Ayabe-shi","","16827","16211","13636","2292","84","199","616","412","204","12780","4585","1311","6884","12287","661","330","1875","4215","2848","1367"
"2015100000","2015","26204","Kyoto-fu Uji-shi","","85470","81764","65277","12802","2021","1664","3706","2427","1279","63419","25200","10226","27993","64913","3538","1532","4871","42873","27071","15802"
"2015100000","2015","26205","Kyoto-fu Miyazu-shi","","8956","8657","7149","1286","24","198","299","192","107","7507","2419","746","4342","6117","462","274","1061","2258","1454","804"
"2015100000","2015","26206","Kyoto-fu Kameoka-shi","","44735","42864","34022","7210","975","657","1871","1265","606","29704","11592","5155","12957","33768","1813","840","3529","17819","11981","5838"
"2015100000","2015","26207","Kyoto-fu Joyo-shi","","36143","34404","27460","5539","752","653","1739","1158","581","29779","11257","3882","14640","27959","1345","661","2372","20551","12918","7633"
"2015100000","2015","26208","Kyoto-fu Muko-shi","","26195","25008","20046","3998","522","442","1187","768","419","18398","7409","2894","8095","20446","1045","428","1692","17452","10247","7205"
"2015100000","2015","26209","Kyoto-fu Nagaokakyo-shi","","38650","36931","30145","5507","719","560","1719","1118","601","28560","11967","4477","12116","30946","1500","626","2288","22888","14508","8380"
"2015100000","2015","26210","Kyoto-fu Yawata-shi","","34248","32098","25779","5168","611","540","2150","1447","703","27498","10960","3615","12923","26000","1195","518","1978","18440","11759","6681"
"2015100000","2015","26211","Kyoto-fu Kyotanabe-shi","","31946","30737","23534","4839","1730","634","1209","791","418","25256","9659","6474","9123","24995","1260","490","1785","18306","11772","6534"
"2015100000","2015","26212","Kyoto-fu Kyotango-shi","","29401","28457","24037","3773","81","566","944","668","276","18606","5361","2205","11040","19500","1082","811","4113","3440","2251","1189"
"2015100000","2015","26213","Kyoto-fu Nantan-shi","","16513","15945","12306","2826","485","328","568","414","154","12279","3790","2444","6045","11450","615","360","2065","5418","3478","1940"
"2015100000","2015","26214","Kyoto-fu Kizugawa-shi","","33587","32271","25772","5373","598","528","1316","865","451","24461","10761","4203","9497","26342","1245","574","2068","20891","13154","7737"
"2015100000","2015","26303","Kyoto-fu Oyamazaki-cho","","7447","7134","5781","1092","129","132","313","210","103","5351","2124","781","2446","5935","258","152","461","5208","3030","2178"
"2015100000","2015","26322","Kyoto-fu Kumiyama-cho","","7874","7495","5964","1264","132","135","379","255","124","5128","1958","798","2372","5566","391","189","668","3491","2153","1338"
