"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","F1101","F1102","F1103","F1104","F1105","F1106","F1107","F110701","F110702","F1108","F1109","F1110","F1111","F2401","F2402","F2403","F2404","F2705","F270501","F270502"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","F1101_(Population census) Population in labour force[person]","F1102_(Population census) Employed persons[person]","F1103_(Population census) Employed persons, mostly worked[person]","F1104_(Population census) Employed persons, worked besides doing housework[person]","F1105_(Population census) Employed persons, working besides mainly attending school[person]","F1106_(Population census) Employed persons, Absent from work[person]","F1107_(Population census) Unemployed persons[person]","F110701_(Population census) Unemployed persons (Male)[person]","F110702_(Population census) Unemployed persons (Female)[person]","F1108_(Population census) Population not in labour force[person]","F1109_(Population census) Population not in labour force, doing housework[person]","F1110_(Population census) Population not in labour force, attending school[person]","F1111_(Population census) Population not in labour force, others[person]","F2401_(Population census) No. of employees[person]","F2402_No. of board member of company, etc.[person]","F2403_No. of self-employed, employing others[person]","F2404_No. of self-employed, not employing others[person]","F2705_Commuters to other municipalities[person]","F270501_Commuters to other municipalities (Male)[person]","F270502_Commuters to other municipalities (Female)[person]"
"2015100000","2015","11102","Saitama-ken Saitama-shi Kita-ku","","70173","67301","55008","9658","1559","1076","2872","1889","983","43588","18691","7550","17347","56489","2882","804","2519","41100","26875","14225"
"2015100000","2015","11103","Saitama-ken Saitama-shi Omiya-ku","","55028","52919","43606","7198","1032","1083","2109","1294","815","34434","14961","5469","14004","42726","3008","850","2351","32024","20679","11345"
"2015100000","2015","11104","Saitama-ken Saitama-shi Minuma-ku","","74737","71006","56820","11149","1983","1054","3731","2555","1176","55212","22187","9084","23941","57637","3459","921","3536","43840","28370","15470"
"2015100000","2015","11105","Saitama-ken Saitama-shi Chuo-ku","","48867","47015","38828","6417","972","798","1852","1212","640","29419","12765","5138","11516","38111","2199","551","1901","30466","19543","10923"
"2015100000","2015","11106","Saitama-ken Saitama-shi Sakura-ku","","47329","45319","35700","6652","2176","791","2010","1383","627","29258","11444","6316","11498","35961","1985","497","2123","27255","17426","9829"
"2015100000","2015","11107","Saitama-ken Saitama-shi Urawa-ku","","75322","72831","59765","10067","1712","1287","2491","1598","893","47754","21717","9172","16865","59238","4083","1063","2957","48365","31023","17342"
"2015100000","2015","11108","Saitama-ken Saitama-shi Minami-ku","","91200","87896","72011","12150","2098","1637","3304","2144","1160","49768","21517","9717","18534","71078","4274","955","3543","60659","38414","22245"
"2015100000","2015","11109","Saitama-ken Saitama-shi Midori-ku","","56018","53821","43085","8446","1297","993","2197","1453","744","36047","15155","6700","14192","42985","2978","758","2850","34707","22491","12216"
"2015100000","2015","11110","Saitama-ken Saitama-shi Iwatsuki-ku","","52331","49940","39320","8518","955","1147","2391","1675","716","36515","14167","5161","17187","38173","2512","798","3352","23766","15574","8192"
"2015100000","2015","11201","Saitama-ken Kawagoe-shi","","171369","164496","131263","25650","4112","3471","6873","4565","2308","110891","44480","18744","47667","130035","6952","2427","9548","77538","52037","25501"
"2015100000","2015","11202","Saitama-ken Kumagaya-shi","","100070","95450","77559","14318","1953","1620","4620","3138","1482","67910","25536","10488","31886","77327","4133","1558","6124","39686","26264","13422"
"2015100000","2015","11203","Saitama-ken Kawaguchi-shi","","298467","285638","233720","40076","5594","6248","12829","8392","4437","165565","68975","27015","69575","221949","17056","4373","15909","145782","95350","50432"
"2015100000","2015","11206","Saitama-ken Gyoda-shi","","42511","40592","32777","6453","664","698","1919","1313","606","28520","10841","4242","13437","32894","1774","712","2788","20676","12929","7747"
"2015100000","2015","11207","Saitama-ken Chichibu-shi","","30991","29658","24155","4809","242","452","1333","931","402","24269","8741","3123","12405","23478","1571","733","2374","7843","5404","2439"
"2015100000","2015","11208","Saitama-ken Tokorozawa-shi","","166671","159692","128483","23742","4182","3285","6979","4563","2416","107491","44855","16924","45712","127849","7434","2186","9275","84992","56580","28412"
"2015100000","2015","11209","Saitama-ken Hanno-shi","","40506","38687","30966","6041","1053","627","1819","1259","560","29715","11573","4654","13488","31939","1777","625","2458","20912","13465","7447"
"2015100000","2015","11210","Saitama-ken Kazo-shi","","60291","57743","46218","9648","848","1029","2548","1722","826","37017","14240","5973","16804","46619","2219","915","4336","27919","18184","9735"
"2015100000","2015","11211","Saitama-ken Honjo-shi","","39360","37555","30733","5619","594","609","1805","1186","619","25997","9291","3872","12834","29235","1658","736","2907","16429","10479","5950"
"2015100000","2015","11212","Saitama-ken Higashimatsuyama-shi","","45950","44030","34956","6811","1357","906","1920","1364","556","31189","11939","5702","13548","35892","1853","698","2675","22657","14755","7902"
"2015100000","2015","11214","Saitama-ken Kasukabe-shi","","118020","112603","90796","17227","2350","2230","5417","3618","1799","80232","32463","11341","36428","92295","4862","1763","6612","63565","42266","21299"
"2015100000","2015","11215","Saitama-ken Sayama-shi","","74835","71414","57487","11037","1549","1341","3421","2314","1107","52968","21163","7008","24797","58465","2738","950","4051","36777","23949","12828"
"2015100000","2015","11216","Saitama-ken Hanyu-shi","","28050","26855","21668","4296","419","472","1195","827","368","18943","6775","2752","9416","21870","1051","411","1755","12530","8132","4398"
"2015100000","2015","11217","Saitama-ken Konosu-shi","","59754","57049","45616","9410","1187","836","2705","1832","873","41257","16705","6271","18281","47255","2261","806","3326","34214","22270","11944"
"2015100000","2015","11218","Saitama-ken Fukaya-shi","","73830","70410","57119","11036","1062","1193","3420","2326","1094","46749","17121","7542","22086","54302","2857","1429","5500","29050","18722","10328"
"2015100000","2015","11219","Saitama-ken Ageo-shi","","113813","109113","87371","17233","2427","2082","4700","3078","1622","74180","30283","12048","31849","91849","4655","1302","5303","63982","41886","22096"
"2015100000","2015","11221","Saitama-ken Soka-shi","","123273","118058","95308","17258","2979","2513","5215","3357","1858","70093","28491","12053","29549","92992","6175","1732","6608","68080","44123","23957"
"2015100000","2015","11222","Saitama-ken Koshigaya-shi","","167115","160205","129226","23958","3803","3218","6910","4522","2388","104500","43073","16977","44450","127757","7600","2339","8378","86102","57854","28248"
"2015100000","2015","11223","Saitama-ken Warabi-shi","","37864","36053","29787","4668","810","788","1811","1195","616","20934","8334","3306","9294","28228","1746","506","1808","24391","14889","9502"
"2015100000","2015","11224","Saitama-ken Toda-shi","","69851","66972","55119","9104","1548","1201","2879","1883","996","32887","13703","6982","12202","54464","3397","755","2876","39443","25653","13790"
"2015100000","2015","11225","Saitama-ken Iruma-shi","","74826","71508","57313","11313","1677","1205","3318","2256","1062","50185","20424","8067","21694","59400","3111","978","4083","39694","25687","14007"
"2015100000","2015","11227","Saitama-ken Asaka-shi","","69670","67135","54695","9156","1853","1431","2535","1656","879","35226","14740","7298","13188","53357","2944","767","3373","42281","26331","15950"
"2015100000","2015","11228","Saitama-ken Shiki-shi","","35729","34326","27721","5089","810","706","1403","894","509","22608","9600","3890","9118","27406","1820","467","1796","23496","14663","8833"
"2015100000","2015","11229","Saitama-ken Wako-shi","","42228","40963","34345","4825","1008","785","1265","784","481","19661","8610","3780","7271","32702","1663","419","1758","26124","16210","9914"
"2015100000","2015","11230","Saitama-ken Niiza-shi","","82354","79125","63151","12206","2005","1763","3229","2125","1104","48745","20610","8060","20075","61885","3953","1225","5320","48469","30671","17798"
"2015100000","2015","11231","Saitama-ken Okegawa-shi","","37041","35521","28263","5828","785","645","1520","1024","496","26339","10530","3813","11996","29650","1621","495","2045","23064","14619","8445"
"2015100000","2015","11232","Saitama-ken Kuki-shi","","78198","74872","59653","12325","1466","1428","3326","2267","1059","51795","21114","7759","22922","61720","2821","1086","4289","41488","27170","14318"
"2015100000","2015","11233","Saitama-ken Kitamoto-shi","","34296","32857","26035","5465","703","654","1439","970","469","23805","9390","3388","11027","27323","1387","417","1809","20938","13439","7499"
"2015100000","2015","11234","Saitama-ken Yashio-shi","","45699","43767","35959","6209","677","922","1932","1271","661","23457","9526","3464","10467","33086","2642","676","2750","21586","13979","7607"
"2015100000","2015","11235","Saitama-ken Fujimi-shi","","54535","52330","42100","7580","1436","1214","2205","1434","771","31813","13343","5350","13120","41713","2287","703","3000","34956","21699","13257"
"2015100000","2015","11237","Saitama-ken Misato-shi","","70315","67102","54865","9951","1132","1154","3213","2126","1087","41574","17171","5795","18608","53083","3776","1045","3993","35221","23422","11799"
"2015100000","2015","11238","Saitama-ken Hasuda-shi","","30210","28750","23088","4702","529","431","1460","1027","433","23485","9399","3083","11003","24140","1285","364","1606","18979","12070","6909"
"2015100000","2015","11239","Saitama-ken Sakado-shi","","49427","46614","37420","7258","1258","678","2813","1937","876","35108","13622","6496","14990","38645","1934","679","2700","28836","18208","10628"
"2015100000","2015","11240","Saitama-ken Satte-shi","","26323","24950","20025","4041","420","464","1373","947","426","19216","7659","2314","9243","20304","1032","422","1655","15203","9724","5479"
"2015100000","2015","11241","Saitama-ken Tsurugashima-shi","","35313","33699","27042","5266","843","548","1614","1085","529","23432","9330","4367","9735","28077","1396","491","1885","22736","14022","8714"
"2015100000","2015","11242","Saitama-ken Hidaka-shi","","27798","26297","21147","4303","457","390","1501","1083","418","20268","8090","2606","9572","21558","1149","445","1868","14867","9503","5364"
"2015100000","2015","11243","Saitama-ken Yoshikawa-shi","","36427","35201","28091","5667","689","754","1226","815","411","19561","8167","3559","7835","28178","1671","496","2056","21334","13789","7545"
"2015100000","2015","11245","Saitama-ken Fujimino-shi","","53574","51346","41252","7819","1271","1004","2228","1502","726","34805","14211","5873","14721","41079","2181","675","2695","32192","20776","11416"
"2015100000","2015","11246","Saitama-ken Shiraoka-shi","","26251","25160","20165","4025","545","425","1091","722","369","18010","7505","2811","7694","21267","955","314","1505","17632","11268","6364"
"2015100000","2015","11301","Saitama-ken Ina-machi","","21571","20711","16459","3565","398","289","860","568","292","13724","5544","2456","5724","17242","916","274","1092","13411","8683","4728"
"2015100000","2015","11324","Saitama-ken Miyoshi-machi","","18653","17934","14156","2963","401","414","719","471","248","12255","4461","1780","6014","13904","834","272","1132","10098","6398","3700"
"2015100000","2015","11326","Saitama-ken Moroyama-machi","","17223","16181","13099","2431","414","237","1042","727","315","15162","4611","2881","7670","13499","587","264","1071","9494","5956","3538"
"2015100000","2015","11327","Saitama-ken Ogose-machi","","6160","5896","4702","1008","86","100","264","186","78","4211","1593","612","2006","4678","270","107","490","3885","2250","1635"
"2015100000","2015","11341","Saitama-ken Namegawa-machi","","9364","8957","7257","1413","124","163","407","265","142","5633","2232","821","2580","7577","304","114","529","6113","3762","2351"
"2015100000","2015","11342","Saitama-ken Ranzan-machi","","9254","8860","7172","1400","144","144","394","280","114","6798","2459","899","3440","7270","378","132","687","5454","3324","2130"
"2015100000","2015","11343","Saitama-ken Ogawa-machi","","16262","15454","12400","2612","235","207","808","582","226","11886","4489","1512","5885","12757","712","255","1093","9320","5785","3535"
"2015100000","2015","11346","Saitama-ken Kawajima-machi","","10907","10519","8302","1790","183","244","388","274","114","6871","2621","1002","3248","7905","449","190","974","5712","3596","2116"
"2015100000","2015","11347","Saitama-ken Yoshimi-machi","","10900","10451","8324","1762","188","177","449","305","144","6646","2539","1108","2999","8290","439","163","931","6648","3938","2710"
"2015100000","2015","11348","Saitama-ken Hatoyama-machi","","6787","6418","5061","1165","102","90","369","257","112","6290","2417","610","3263","5179","315","110","542","4517","2704","1813"
"2015100000","2015","11349","Saitama-ken Tokigawa-machi","","6175","5898","4742","984","85","87","277","208","69","4278","1502","556","2220","4693","258","122","559","3514","2072","1442"
"2015100000","2015","11361","Saitama-ken Yokoze-machi","","4179","4032","3274","673","38","47","147","102","45","3272","1209","408","1655","3294","190","66","312","2335","1374","961"
"2015100000","2015","11362","Saitama-ken Minano-machi","","4990","4759","3918","740","41","60","231","164","67","3976","1468","422","2086","3727","284","104","422","2671","1599","1072"
"2015100000","2015","11363","Saitama-ken Nagatoro-machi","","3746","3588","2881","618","31","58","158","110","48","2792","1023","347","1422","2783","192","91","327","2070","1264","806"
"2015100000","2015","11365","Saitama-ken Ogano-machi","","6229","5991","4984","901","25","81","238","176","62","4515","1557","512","2446","4586","299","152","600","2225","1429","796"
"2015100000","2015","11369","Saitama-ken Higashichichibu-mura","","1441","1377","1097","253","7","20","64","37","27","1220","404","152","664","1069","39","37","129","832","490","342"
"2015100000","2015","11381","Saitama-ken Misato-machi","","5884","5634","4580","890","63","101","250","179","71","3903","1249","529","2125","4222","208","102","600","3144","1812","1332"
"2015100000","2015","11383","Saitama-ken Kamikawa-machi","","7325","7020","5787","1035","75","123","305","208","97","4491","1527","658","2306","5424","235","124","722","4032","2311","1721"
"2015100000","2015","11385","Saitama-ken Kamisato-machi","","16110","15298","12545","2299","217","237","812","542","270","9515","3335","1603","4577","12373","498","287","1077","9115","5433","3682"
"2015100000","2015","11408","Saitama-ken Yorii-machi","","17633","16758","13526","2702","238","292","875","615","260","12057","4453","1687","5917","13352","665","334","1292","8951","5517","3434"
"2015100000","2015","11442","Saitama-ken Miyashiro-machi","","16317","15581","12440","2421","447","273","736","501","235","12860","4921","2023","5916","12816","634","209","1020","11186","6975","4211"
"2015100000","2015","11464","Saitama-ken Sugito-machi","","22569","21606","17347","3489","396","374","963","647","316","16389","6504","2325","7560","17381","922","336","1468","13829","8711","5118"
"2015100000","2015","11465","Saitama-ken Matsubushi-machi","","15444","14709","11646","2546","274","243","735","500","235","9856","3759","1670","4427","11786","725","259","1073","9850","6103","3747"
"2015100000","2015","12100","Chiba-ken Chiba-shi","","450623","430638","347299","63800","10982","8557","19985","13373","6612","307677","122969","49430","135278","361940","19711","5438","18779","256838","164481","92357"
"2015100000","2015","12101","Chiba-ken Chiba-shi Chuo-ku","","98995","94319","78178","11920","2374","1847","4676","3098","1578","61623","23574","10131","27918","78556","4387","1339","3872","46315","30107","16208"
"2015100000","2015","12102","Chiba-ken Chiba-shi Hanamigawa-ku","","81790","78077","62994","11732","1935","1416","3713","2539","1174","57999","23419","8661","25919","65909","3375","889","3373","52290","32414","19876"
"2015100000","2015","12103","Chiba-ken Chiba-shi Inage-ku","","74364","71155","56660","10560","2450","1485","3209","2201","1008","51309","20750","8744","21815","60237","3312","943","3078","45481","28706","16775"
"2015100000","2015","12104","Chiba-ken Chiba-shi Wakaba-ku","","68997","65464","52589","10020","1381","1474","3533","2420","1113","51944","19862","6825","25257","53261","3528","981","3923","37188","23510","13678"
"2015100000","2015","12105","Chiba-ken Chiba-shi Midori-ku","","58020","55791","44556","8975","1255","1005","2229","1480","749","39290","15772","7365","16153","47025","2438","698","2333","35302","23056","12246"
"2015100000","2015","12106","Chiba-ken Chiba-shi Mihama-ku","","68457","65832","52322","10593","1587","1330","2625","1635","990","45512","19592","7704","18216","56952","2671","588","2200","40262","26688","13574"
"2015100000","2015","12202","Chiba-ken Choshi-shi","","32466","30923","26502","3631","286","504","1543","1038","505","24732","7307","3312","14113","22156","1629","990","2808","8122","5646","2476"
"2015100000","2015","12203","Chiba-ken Ichikawa-shi","","225471","217193","178984","28672","4838","4699","8278","5367","2911","121246","52949","20322","47975","179147","11265","2856","10539","141043","89977","51066"
"2015100000","2015","12204","Chiba-ken Funabashi-shi","","297681","286205","233418","40537","6416","5834","11476","7392","4084","188003","78755","29766","79482","239759","12423","3445","12844","171776","112966","58810"
"2015100000","2015","12205","Chiba-ken Tateyama-shi","","22803","21863","18126","3228","86","423","940","635","305","18722","6306","1710","10706","16322","1257","615","2198","4768","3107","1661"
"2015100000","2015","12206","Chiba-ken Kisarazu-shi","","66505","63757","52682","9133","873","1069","2748","1819","929","43839","17145","6443","20251","52683","3222","1077","3603","26234","18371","7863"
"2015100000","2015","12207","Chiba-ken Matsudo-shi","","232528","222511","180423","31822","5317","4949","10017","6563","3454","145952","61136","23656","61160","181900","10781","3042","11864","129579","85323","44256"
"2015100000","2015","12208","Chiba-ken Noda-shi","","75875","72703","57908","11634","1640","1521","3172","2167","1005","52396","19974","7657","24765","58981","3410","1271","4731","30580","20694","9886"
"2015100000","2015","12210","Chiba-ken Mobara-shi","","42514","40562","33493","5779","479","811","1952","1346","606","32256","12267","3812","16177","32536","1884","696","2782","18022","11717","6305"
"2015100000","2015","12211","Chiba-ken Narita-shi","","66758","64519","53428","8788","985","1318","2239","1462","777","35781","13896","5632","16253","52497","2550","926","3420","20277","13522","6755"
"2015100000","2015","12212","Chiba-ken Sakura-shi","","81808","78540","62924","12624","1557","1435","3268","2199","1069","63597","26124","8528","28945","65669","3830","1064","4247","46772","30513","16259"
"2015100000","2015","12213","Chiba-ken Togane-shi","","29673","28118","22917","4147","547","507","1555","1090","465","20102","7497","3673","8932","21967","1437","546","2220","13592","8727","4865"
"2015100000","2015","12215","Chiba-ken Asahi-shi","","36130","34378","29442","4234","154","548","1752","1188","564","21388","6595","2856","11937","24277","1503","1092","3354","10862","7156","3706"
"2015100000","2015","12216","Chiba-ken Narashino-shi","","82035","78409","63505","11075","2439","1390","3626","2428","1198","54525","22399","10684","21442","67393","3377","881","3323","54440","34816","19624"
"2015100000","2015","12217","Chiba-ken Kashiwa-shi","","196792","189003","152042","28823","4328","3810","7789","5044","2745","128568","54678","20484","53406","155641","8962","2707","9827","101840","68763","33077"
"2015100000","2015","12218","Chiba-ken Katsuura-shi","","8993","8538","6626","1091","596","225","455","328","127","8712","2177","1824","4711","6137","409","292","1026","2938","1854","1084"
"2015100000","2015","12219","Chiba-ken Ichihara-shi","","132043","126496","103067","18712","2114","2603","5547","3822","1725","89313","34353","11901","43059","105445","5376","1718","5960","44534","29197","15337"
"2015100000","2015","12220","Chiba-ken Nagareyama-shi","","85134","82097","65986","12357","1965","1789","3037","2002","1035","56421","24222","8659","23540","69420","3916","998","4089","57318","36773","20545"
"2015100000","2015","12221","Chiba-ken Yachiyo-shi","","89114","85839","68872","13186","2231","1550","3275","2181","1094","62945","25055","10064","27826","72115","3832","983","3962","50655","33795","16860"
"2015100000","2015","12222","Chiba-ken Abiko-shi","","61197","58794","47048","9157","1369","1220","2403","1611","792","46311","19084","6810","20417","48934","2611","764","3222","38167","24558","13609"
"2015100000","2015","12223","Chiba-ken Kamogawa-shi","","17336","16794","14136","2207","95","356","542","386","156","12161","3577","1471","7113","12310","780","403","1976","2556","1797","759"
"2015100000","2015","12224","Chiba-ken Kamagaya-shi","","52628","50116","40452","7778","951","935","2512","1671","841","36445","14868","4946","16631","41743","2147","709","2804","34063","21563","12500"
"2015100000","2015","12225","Chiba-ken Kimitsu-shi","","44527","42921","35732","6055","430","704","1606","1106","500","29508","11386","3628","14494","36149","1521","744","2506","17311","10490","6821"
"2015100000","2015","12226","Chiba-ken Futtsu-shi","","23515","22526","18901","3123","156","346","989","741","248","16885","6095","1754","9036","17466","1040","554","1846","10570","6879","3691"
"2015100000","2015","12227","Chiba-ken Urayasu-shi","","81846","79358","65621","10402","2052","1283","2488","1524","964","41003","17808","9729","13466","66058","4679","869","2912","48773","32010","16763"
"2015100000","2015","12228","Chiba-ken Yotsukaido-shi","","41301","39698","31651","6521","785","741","1603","1062","541","32019","13229","4318","14472","33249","1909","575","2136","26348","16855","9493"
"2015100000","2015","12229","Chiba-ken Sodegaura-shi","","30681","29534","24321","4298","428","487","1147","765","382","19908","7725","2857","9326","24702","1176","454","1685","15859","9923","5936"
"2015100000","2015","12230","Chiba-ken Yachimata-shi","","37918","36110","29268","5626","563","653","1808","1254","554","21784","8440","3432","9912","28081","1550","757","2846","20019","12808","7211"
"2015100000","2015","12231","Chiba-ken Inzai-shi","","47253","45662","35835","7832","1195","800","1591","1063","528","28507","12062","5895","10550","38279","1947","519","2544","26616","18335","8281"
"2015100000","2015","12232","Chiba-ken Shiroi-shi","","30152","28882","22957","4960","592","373","1270","879","391","19812","8656","3279","7877","24089","1454","445","1570","19744","12472","7272"
"2015100000","2015","12233","Chiba-ken Tomisato-shi","","26264","24939","20573","3650","311","405","1325","889","436","14439","5738","2036","6665","19353","1042","552","1773","14429","8865","5564"
"2015100000","2015","12234","Chiba-ken Minamiboso-shi","","19782","19136","15630","3143","44","319","646","455","191","15519","4939","1215","9365","12302","868","681","3010","6767","3907","2860"
"2015100000","2015","12235","Chiba-ken Sosa-shi","","19047","18260","15240","2620","98","302","787","567","220","13121","4111","1534","7476","12932","910","632","1913","8110","4808","3302"
"2015100000","2015","12236","Chiba-ken Katori-shi","","39810","38217","31946","5319","233","719","1593","1136","457","27602","9221","3209","15172","28000","1729","913","3871","15033","9753","5280"
"2015100000","2015","12237","Chiba-ken Sammu-shi","","27366","25865","21267","3905","249","444","1501","1066","435","18072","6536","2485","9051","19037","1103","572","2694","13308","7971","5337"
"2015100000","2015","12238","Chiba-ken Isumi-shi","","18033","17071","14108","2553","100","310","962","692","270","16343","5271","1534","9538","12815","830","540","1658","7175","4466","2709"
"2015100000","2015","12239","Chiba-ken Oamishirasato-shi","","23871","22602","18232","3634","335","401","1269","836","433","17312","6862","2355","8095","17852","1052","413","1772","14618","9169","5449"
"2015100000","2015","12322","Chiba-ken Shisui-machi","","10001","9480","7539","1481","267","193","521","349","172","7181","2757","1110","3314","7909","351","136","531","6944","4111","2833"
"2015100000","2015","12329","Chiba-ken Sakae-machi","","11038","10424","8459","1680","135","150","614","448","166","7771","3283","903","3585","8850","361","138","662","7264","4338","2926"
"2015100000","2015","12342","Chiba-ken Kozaki-machi","","3373","3237","2687","450","48","52","136","95","41","2084","668","261","1155","2218","121","44","229","1825","1052","773"
"2015100000","2015","12347","Chiba-ken Tako-machi","","8277","7924","6597","1137","47","143","353","252","101","4939","1557","613","2769","5431","363","236","1043","3619","2171","1448"
"2015100000","2015","12349","Chiba-ken Tonosho-machi","","7387","7084","5886","1080","29","89","303","215","88","5241","1648","605","2988","5096","262","237","733","3896","2361","1535"
"2015100000","2015","12403","Chiba-ken Kujukuri-machi","","8288","7819","6416","1214","58","131","469","346","123","6243","2172","645","3426","5793","438","210","778","4262","2519","1743"
"2015100000","2015","12409","Chiba-ken Shibayama-machi","","4162","4018","3363","580","19","56","144","105","39","2364","732","304","1328","2610","192","108","532","1930","1131","799"
"2015100000","2015","12410","Chiba-ken Yokoshibahikari-machi","","12293","11825","9753","1728","91","253","468","319","149","8359","2674","1039","4646","8456","525","283","1255","6071","3475","2596"
"2015100000","2015","12421","Chiba-ken Ichinomiya-machi","","5878","5615","4643","840","64","68","263","183","80","4192","1543","488","2161","4065","279","164","603","3211","1878","1333"
"2015100000","2015","12422","Chiba-ken Mutsuzawa-machi","","3407","3229","2697","470","18","44","178","129","49","3112","1138","290","1684","2539","146","57","312","2194","1254","940"
"2015100000","2015","12423","Chiba-ken Chosei-mura","","6972","6508","5386","884","137","101","464","316","148","5745","2080","843","2822","5306","257","130","530","4418","2571","1847"
"2015100000","2015","12424","Chiba-ken Shirako-machi","","5675","5335","4457","751","37","90","340","253","87","4366","1611","420","2335","3872","270","154","590","3034","1741","1293"
"2015100000","2015","12426","Chiba-ken Nagara-machi","","3681","3485","2881","549","19","36","196","135","61","2953","983","286","1684","2659","150","60","405","2137","1286","851"
"2015100000","2015","12427","Chiba-ken Chonan-machi","","4038","3836","3165","567","28","76","202","160","42","3500","1310","318","1872","3057","123","65","413","2435","1393","1042"
"2015100000","2015","12441","Chiba-ken Otaki-machi","","4584","4366","3644","628","25","69","218","149","69","4289","1240","493","2556","3303","218","97","420","1840","1152","688"
"2015100000","2015","12443","Chiba-ken Onjuku-machi","","3165","3020","2412","517","16","75","145","110","35","3623","1241","247","2135","2097","179","113","354","1526","841","685"
"2015100000","2015","12463","Chiba-ken Kyonan-machi","","4094","3962","3288","610","11","53","132","103","29","3252","1240","295","1717","2644","219","112","566","1700","1006","694"
"2015100000","2015","13100","Tokyo-to Ku-area","","4133813","3979836","3316742","478743","85758","98593","153977","95125","58852","2183253","873784","371434","938035","2856069","286396","68537","254364","2201776","1300851","900925"
"2015100000","2015","13101","Tokyo-to Chiyoda-ku","","25149","24692","21113","2613","439","527","457","267","190","9658","4174","2269","3215","14506","3463","710","1390","9520","5285","4235"
"2015100000","2015","13102","Tokyo-to Chuo-ku","","68516","66868","58431","6084","696","1657","1648","811","837","23579","11003","3517","9059","44710","7262","1417","3528","32801","18191","14610"
"2015100000","2015","13103","Tokyo-to Minato-ku","","92026","89508","76529","9732","1061","2186","2518","1262","1256","42467","19251","6512","16704","50616","12014","2014","5202","35849","20187","15662"
"2015100000","2015","13104","Tokyo-to Shinjuku-ku","","139638","134848","113897","13779","3979","3193","4790","2841","1949","67536","24800","12170","30566","84043","10808","2629","8588","61414","34902","26512"
"2015100000","2015","13105","Tokyo-to Bunkyo-ku","","97897","95226","79224","10119","3619","2264","2671","1568","1103","50769","19858","12828","18083","66507","8960","2185","5792","57328","32282","25046"
"2015100000","2015","13106","Tokyo-to Taito-ku","","89314","85952","72205","9984","1261","2502","3362","2145","1217","38703","14444","5815","18444","52989","8901","1949","6306","40618","23592","17026"
"2015100000","2015","13107","Tokyo-to Sumida-ku","","127038","122324","103327","14128","1920","2949","4714","2929","1785","60079","22631","8627","28821","89298","9110","2260","7700","68743","40121","28622"
"2015100000","2015","13108","Tokyo-to Koto-ku","","237160","228833","193145","26223","3629","5836","8327","5170","3157","123117","48538","17977","56602","174973","14253","3114","11594","129109","77078","52031"
"2015100000","2015","13109","Tokyo-to Shinagawa-ku","","188996","182766","156176","19303","3004","4283","6230","3837","2393","84740","35838","13188","35714","137535","12664","2969","10184","105394","60373","45021"
"2015100000","2015","13110","Tokyo-to Meguro-ku","","123429","119587","101152","13778","2043","2614","3842","2103","1739","62053","27383","11046","23624","80126","11427","2302","8757","72309","40411","31898"
"2015100000","2015","13111","Tokyo-to Ota-ku","","353477","340829","286314","40146","6490","7879","12648","8043","4605","178070","73473","28769","75828","261476","22789","5305","18212","171624","105120","66504"
"2015100000","2015","13112","Tokyo-to Setagaya-ku","","362123","350132","286668","45909","9149","8406","11991","7001","4990","211851","90672","41701","79478","241745","30356","6599","25832","203104","119312","83792"
"2015100000","2015","13113","Tokyo-to Shibuya-ku","","96066","92718","79112","9919","1439","2248","3348","1892","1456","43777","18508","7379","17890","57344","10988","2143","7784","47808","26266","21542"
"2015100000","2015","13114","Tokyo-to Nakano-ku","","146611","140129","118522","14934","3287","3386","6482","4044","2438","74558","29598","12686","32274","100739","9166","2387","9938","89293","50960","38333"
"2015100000","2015","13115","Tokyo-to Suginami-ku","","257542","248373","207524","28805","6155","5889","9169","5534","3635","137242","59046","24620","53576","180366","17248","4235","18270","156403","89264","67139"
"2015100000","2015","13116","Tokyo-to Toshima-ku","","127576","121926","103020","12565","3432","2909","5650","3496","2154","61178","24153","11618","25407","84037","8614","2282","7874","70339","40121","30218"
"2015100000","2015","13117","Tokyo-to Kita-ku","","151158","144825","120653","16726","2946","4500","6333","4090","2243","86980","32426","12335","42219","105860","7781","2160","8831","85403","50325","35078"
"2015100000","2015","13118","Tokyo-to Arakawa-ku","","99879","95686","79296","11785","1901","2704","4193","2665","1528","49322","18730","7988","22604","68775","6365","1736","6698","56810","32953","23857"
"2015100000","2015","13119","Tokyo-to Itabashi-ku","","250425","239664","198881","28731","6183","5869","10761","6892","3869","144059","54391","24207","65461","181320","13173","3391","14495","133755","79691","54064"
"2015100000","2015","13120","Tokyo-to Nerima-ku","","295158","284146","232154","38581","7037","6374","11012","6846","4166","187956","72132","32188","83636","205602","17571","4622","19310","164777","99386","65391"
"2015100000","2015","13121","Tokyo-to Adachi-ku","","284915","272140","221314","37510","5065","8251","12775","8216","4559","163947","61992","24021","77934","194630","15172","4578","18585","132739","83059","49680"
"2015100000","2015","13122","Tokyo-to Katsushika-ku","","204149","195544","160238","26299","4041","4966","8605","5610","2995","116970","44022","18103","54845","146855","11065","3155","12544","110184","67634","42550"
